VulLink,Origin,Dest,ODIndex,Demand,UECost
-1,7,1,171,400,20.9628
-1,7,0,172,800,26.963
-1,8,23,173,200,44.5773
-1,8,22,174,500,42.455
-1,8,21,175,700,29.8613
-1,8,20,176,300,36.4512
-1,8,19,177,600,33.0775
-1,8,18,178,400,24.8134
-1,8,17,179,200,28.6996
-1,8,16,180,900,25.499
-1,8,15,181,1400,32.0853
-1,8,14,182,900,20.2593
-1,8,13,183,600,33.5671
-1,8,12,184,600,25.9918
-1,8,11,185,600,22.9463
-1,8,10,186,1400,17.6315
-1,8,9,187,2800,6.35279
-1,8,7,188,800,19.9668
-1,8,6,189,600,26.6337
-1,8,5,190,400,26.2858
-1,8,4,191,800,11.8433
-1,8,3,192,700,14.3957
-1,8,2,193,100,18.8888
-1,8,1,194,200,33.5813
-1,8,0,195,500,22.8915
-1,9,23,196,800,40.8842
-1,9,22,197,1800,36.1022
-1,9,21,198,2600,23.5085
-1,9,20,199,1200,30.0984
-1,9,19,200,2500,31.5968
-1,9,18,201,1800,18.4607
-1,9,17,202,700,29.6588
-1,9,16,203,3900,19.1462
-1,9,15,204,4400,26.2597
-1,9,14,205,4000,13.9065
-1,9,13,206,2100,27.2143
-1,9,12,207,1900,27.8193
-1,9,11,208,2000,24.7739
-1,9,10,209,4000,11.2787
-1,9,8,210,2800,7.09441
-1,9,7,211,1600,27.0612
-1,9,6,212,1900,31.7235
-1,9,5,213,800,33.3802
-1,9,4,214,1000,18.9377
-1,9,3,215,1200,21.4901
-1,9,2,216,300,25.9832
-1,9,1,217,600,40.6757
-1,9,0,218,1300,29.9859
-1,10,23,219,600,30.4517
-1,10,22,220,1300,24.8234
-1,10,21,221,1100,35.5333
-1,10,20,222,400,39.4338
-1,10,19,223,600,43.6217
-1,10,18,224,400,30.4855
-1,10,17,225,100,41.6836
-1,10,16,226,1000,31.171
-1,10,15,227,1400,38.2845
-1,10,14,228,1400,25.9313
-1,10,13,229,1600,15.9356
-1,10,12,230,1000,16.5406
-1,10,11,231,1400,13.4951
-1,10,9,232,3900,12.0248
-1,10,8,233,1400,19.1193
-1,10,7,234,800,39.086
-1,10,6,235,500,43.7483
-1,10,5,236,400,28.2247
-1,10,4,237,500,13.7822
-1,10,3,238,1500,11.2788
-1,10,2,239,300,15.7719
-1,10,1,240,200,35.5202
-1,10,0,241,500,19.7746
-1,11,23,242,500,21.631
-1,11,22,243,700,27.7191
-1,11,21,244,700,36.2388
-1,11,20,245,300,30.6131
-1,11,19,246,400,41.3673
-1,11,18,247,300,44.5251
-1,11,17,248,200,45.7214
-1,11,16,249,600,45.2106
-1,11,15,250,700,49.1071
-1,11,14,251,700,39.9709
-1,11,13,252,700,29.9752
-1,11,12,253,1300,3.04544
-1,11,10,254,1400,14.0396
-1,11,9,255,2000,26.0644
-1,11,8,256,600,21.7998
-1,11,7,257,600,39.8571
-1,11,6,258,700,46.5241
-1,11,5,259,200,25.5254
-1,11,4,260,200,11.0828
-1,11,3,261,600,8.57942
-1,11,2,262,200,4.0593
-1,11,1,263,100,32.8208
-1,11,0,264,200,8.06196
-1,12,23,265,800,18.5855
-1,12,22,266,800,24.6736
-1,12,21,267,1300,33.1934
-1,12,20,268,600,27.5676
-1,12,19,269,600,38.3218
-1,12,18,270,300,47.3641
-1,12,17,271,100,42.676
-1,12,16,272,500,48.2605
-1,12,15,273,600,46.0617
-1,12,14,274,700,42.81
-1,12,13,275,600,33.0251
-1,12,11,276,1300,3.04994
-1,12,10,277,1000,17.0895
-1,12,9,278,1900,29.1144
-1,12,8,279,600,24.8497
-1,12,7,280,600,42.9071
-1,12,6,281,400,44.7407
-1,12,5,282,200,28.5753
-1,12,4,283,200,14.1327
-1,12,3,284,600,11.6294
-1,12,2,285,100,7.10924
-1,12,1,286,300,35.8708
-1,12,0,287,500,11.1119
-1,13,23,288,400,14.5161
-1,13,22,289,1100,8.88788
-1,13,21,290,1200,21.4303
-1,13,20,291,400,23.4982
-1,13,19,292,500,31.5744
-1,13,18,293,300,20.1026
-1,13,17,294,100,35.9285
-1,13,16,295,700,29.2198
-1,13,15,296,700,39.3142
-1,13,14,297,1300,15.5485
-1,13,12,298,600,31.7617
-1,13,11,299,700,28.7163
-1,13,10,300,1600,15.2211
-1,13,9,301,2100,27.246
-1,13,8,302,600,34.3404
-1,13,7,303,400,44.5806
-1,13,6,304,200,37.9932
-1,13,5,305,100,43.4458
-1,13,4,306,100,29.0033
-1,13,3,307,500,26.4999
-1,13,2,308,100,30.993
-1,13,1,309,100,50.7413
-1,13,0,310,300,34.9957
-1,14,23,311,400,26.9777
-1,14,22,312,1000,22.2534
-1,14,21,313,2600,9.60201
-1,14,20,314,800,16.1919
-1,14,19,315,1100,17.6903
-1,14,18,316,800,4.55416
-1,14,17,317,200,22.0444
-1,14,16,318,1500,13.6713
-1,14,15,319,1200,24.0669
-1,14,13,320,1300,13.6691
-1,14,12,321,700,41.9797
-1,14,11,322,700,38.9342
-1,14,10,323,1400,25.4391
-1,14,9,324,4000,14.1604
-1,14,8,325,1000,21.2548
-1,14,7,326,600,30.6965
-1,14,6,327,500,24.1091
-1,14,5,328,200,44.3639
-1,14,4,329,200,33.098
-1,14,3,330,500,35.6505
-1,14,2,331,100,40.1436
-1,14,1,332,100,51.6593
-1,14,0,333,500,44.1463
-1,15,23,334,300,29.4249
-1,15,22,335,500,32.3521
-1,15,21,336,1200,19.7006
-1,15,20,337,600,18.6391
-1,15,19,338,1600,7.77696
-1,15,18,339,1300,20.0523
-1,15,17,340,500,3.39912
-1,15,16,341,2800,12.7657
-1,15,14,342,1200,24.4846
-1,15,13,343,700,38.1537
-1,15,12,344,600,49.3357
-1,15,11,345,700,47.399
-1,15,10,346,1400,33.9039
-1,15,9,347,4400,22.6251
-1,15,8,348,1400,29.7195
-1,15,7,349,2200,11.8599
-1,15,6,350,1400,5.46382
-1,15,5,351,900,25.5272
-1,15,4,352,500,38.8294
-1,15,3,353,800,41.3818
-1,15,2,354,200,45.875
-1,15,1,355,400,32.8227
-1,15,0,356,500,38.8228
-1,16,23,357,300,39.8205
-1,16,22,358,600,35.3853
-1,16,21,359,1700,22.7339
-1,16,20,360,600,29.0347
-1,16,19,361,1700,18.1725
-1,16,18,362,1700,8.6996
-1,16,17,363,600,13.7947
-1,16,15,364,2800,10.3956
-1,16,14,365,1500,13.1319
-1,16,13,366,700,26.801
-1,16,12,367,500,52.5472
-1,16,11,368,600,49.5018
-1,16,10,369,1000,36.0066
-1,16,9,370,3900,24.7279
-1,16,8,371,900,31.8223
-1,16,7,372,1400,22.2554
-1,16,6,373,1000,15.8594
-1,16,5,374,500,35.9228
-1,16,4,375,200,43.6655
-1,16,3,376,500,46.218
-1,16,2,377,100,50.7111
-1,16,1,378,200,43.2182
-1,16,0,379,400,49.2184
-1,17,22,380,100,28.9529
-1,17,21,381,300,16.3015
-1,17,20,382,100,15.24
-1,17,19,383,400,4.37784
-1,17,18,384,300,16.6532
-1,17,16,385,600,16.1515
-1,17,15,386,500,3.38571
-1,17,14,387,200,21.0855
-1,17,13,388,100,34.7546
-1,17,12,389,100,45.9366
-1,17,11,390,200,46.7246
-1,17,10,391,200,37.2896
-1,17,9,392,700,26.0108
-1,17,8,393,200,27.1634
-1,17,7,394,300,8.65203
-1,17,6,395,200,2.0647
-1,17,5,396,100,22.3194
-1,17,3,397,100,38.174
-1,17,0,398,100,35.615
-1,18,23,399,100,31.41
-1,18,22,400,300,26.6857
-1,18,21,401,1200,14.0343
-1,18,20,402,400,20.6242
-1,18,19,403,1200,13.1362
-1,18,17,404,300,17.4903
-1,18,16,405,1700,9.11716
-1,18,15,406,1300,19.5127
-1,18,14,407,800,4.4323
-1,18,13,408,300,18.1014
-1,18,12,409,300,46.412
-1,18,11,410,300,43.3666
-1,18,10,411,400,29.8714
-1,18,9,412,1800,18.5927
-1,18,8,413,400,25.6871
-1,18,7,414,700,26.1423
-1,18,6,415,400,19.555
-1,18,5,416,200,39.8097
-1,18,4,417,100,37.5303
-1,18,3,418,200,40.0828
-1,18,1,419,100,47.1052
-1,18,0,420,300,48.5786
-1,19,23,421,400,21.648
-1,19,22,422,700,24.5751
-1,19,21,423,2400,11.9237
-1,19,20,424,1200,10.8622
-1,19,18,425,1200,12.2754
-1,19,17,426,400,4.35413
-1,19,16,427,1700,20.5056
-1,19,15,428,1600,7.73984
-1,19,14,429,1100,16.7077
-1,19,13,430,500,30.3768
-1,19,12,431,600,41.5587
-1,19,11,432,500,44.6087
-1,19,10,433,600,41.6437
-1,19,9,434,2500,30.365
-1,19,8,435,600,31.5176
-1,19,7,436,900,13.0062
-1,19,6,437,500,6.41883
-1,19,5,438,300,26.6735
-1,19,4,439,100,39.9757
-1,19,3,440,300,42.5281
-1,19,1,441,100,33.969
-1,19,0,442,300,39.9691
-1,20,23,443,500,10.7858
-1,20,22,444,700,16.8739
-1,20,21,445,1800,5.62575
-1,20,19,446,1200,10.7542
-1,20,18,447,400,19.7965
-1,20,17,448,100,15.1084
-1,20,16,449,600,28.9137
-1,20,15,450,600,18.4941
-1,20,14,451,800,15.2424
-1,20,13,452,400,26.552
-1,20,12,453,600,30.6966
-1,20,11,454,300,33.7465
-1,20,10,455,400,40.6815
-1,20,9,456,1200,29.4027
-1,20,8,457,300,36.4971
-1,20,7,458,400,23.7604
-1,20,6,459,200,17.1731
-1,20,5,460,100,37.4278
-1,20,4,461,100,44.8293
-1,20,3,462,200,42.3259
-1,20,0,463,100,41.8085
-1,21,23,464,1100,17.3757
-1,21,22,465,2100,12.6514
-1,21,20,466,1800,6.58988
-1,21,19,467,2400,10.1441
-1,21,18,468,1200,14.1708
-1,21,17,469,300,14.4982
-1,21,16,470,1700,23.2879
-1,21,15,471,1200,17.8839
-1,21,14,472,2600,9.61661
-1,21,13,473,1200,22.3296
-1,21,12,474,1300,37.2864
-1,21,11,475,700,40.3364
-1,21,10,476,1100,35.0557
-1,21,9,477,2600,23.777
-1,21,8,478,700,30.8714
-1,21,7,479,500,23.1503
-1,21,6,480,500,16.5629
-1,21,5,481,200,36.8176
-1,21,4,482,200,42.7146
-1,21,3,483,400,45.2671
-1,21,2,484,100,44.3957
-1,21,1,485,100,44.1131
-1,21,0,486,400,48.3983
-1,22,23,487,700,5.62823
-1,22,21,488,2100,12.5424
-1,22,20,489,700,14.6103
-1,22,19,490,700,22.6865
-1,22,18,491,300,26.7132
-1,22,17,492,100,27.0406
-1,22,16,493,600,35.8303
-1,22,15,494,500,30.4264
-1,22,14,495,1000,22.159
-1,22,13,496,1100,9.67814
-1,22,12,497,800,25.539
-1,22,11,498,700,28.5889
-1,22,10,499,1300,24.8993
-1,22,9,500,1800,36.3194
-1,22,8,501,500,43.4138
-1,22,7,502,300,35.6927
-1,22,6,503,200,29.1053
-1,22,5,504,100,49.3601
-1,22,4,505,100,38.6814
-1,22,3,506,500,36.178
-1,22,2,507,100,32.6482
-1,22,0,508,300,36.6509
-1,23,22,509,700,6.08809
-1,23,21,510,1100,14.6079
-1,23,20,511,500,8.9821
-1,23,19,512,400,19.7363
-1,23,18,513,100,28.7786
-1,23,16,514,300,37.8958
-1,23,15,515,300,27.4762
-1,23,14,516,400,24.2245
-1,23,13,517,400,15.7662
-1,23,12,518,700,19.9107
-1,23,11,519,500,22.9607
-1,23,10,520,600,30.9874
-1,23,9,521,800,38.3848
-1,23,8,522,200,44.7605
-1,23,7,523,200,32.7425
-1,23,6,524,100,26.1552
-1,23,5,525,100,46.4099
-1,23,3,526,200,31.5401
-1,23,0,527,100,31.0227
50,0,23,0,100,32.009
50,0,22,1,300,38.1338
50,0,21,2,400,48.4581
50,0,20,3,100,42.7368
50,0,19,4,300,39.0431
50,0,18,5,300,45.869
50,0,17,6,100,34.5513
50,0,16,7,400,42.1909
50,0,15,8,500,38.0357
50,0,14,9,500,41.8277
50,0,13,10,300,37.1915
50,0,12,11,500,11.101
50,0,11,12,200,8.04881
50,0,10,13,500,20.8876
50,0,9,14,1300,28.8015
50,0,8,15,500,22.2545
50,0,7,16,800,27.0971
50,0,6,17,500,32.5063
50,0,5,18,300,13.5073
50,0,4,19,200,10.8964
50,0,3,20,500,8.47773
50,0,2,21,100,4.00242
50,0,1,22,100,6.00014
50,1,21,23,100,47.1156
50,1,19,24,100,33.0429
50,1,18,25,100,42.5803
50,1,16,26,200,36.1907
50,1,15,27,400,32.0356
50,1,14,28,100,47.5496
50,1,13,29,100,54.3058
50,1,12,30,300,36.7307
50,1,11,31,100,33.6786
50,1,10,32,200,38.0019
50,1,9,33,600,40.6305
50,1,8,34,200,34.0834
50,1,7,35,400,21.0969
50,1,6,36,200,26.5061
50,1,5,37,400,7.50717
50,1,4,38,100,22.7253
50,1,3,39,200,25.1775
50,1,2,40,100,29.6322
50,1,0,41,100,6.00012
50,2,22,42,100,34.1314
50,2,21,43,100,44.4556
50,2,16,44,100,39.2944
50,2,15,45,200,42.7872
50,2,14,46,100,37.8253
50,2,13,47,100,33.1891
50,2,12,48,100,7.09854
50,2,11,49,200,4.0464
50,2,10,50,300,16.8852
50,2,9,51,300,24.7991
50,2,8,52,100,18.2521
50,2,7,53,200,31.8486
50,2,6,54,100,37.2578
50,2,5,55,300,18.2588
50,2,4,56,100,6.89395
50,2,3,57,200,4.47532
50,2,1,58,100,25.5752
50,2,0,59,100,4.00264
50,3,23,60,200,32.4613
50,3,22,61,500,38.586
50,3,21,62,400,42.6025
50,3,20,63,200,43.189
50,3,19,64,300,39.3193
50,3,18,65,200,37.3912
50,3,17,66,100,34.8275
50,3,16,67,500,34.8191
50,3,15,68,800,38.3119
50,3,14,69,500,33.35
50,3,13,70,500,29.1283
50,3,12,71,600,11.5532
50,3,11,72,600,8.50102
50,3,10,73,1400,12.8244
50,3,9,74,1200,20.3238
50,3,8,75,700,13.7767
50,3,7,76,700,27.3733
50,3,6,77,400,32.7824
50,3,5,78,400,13.7835
50,3,4,79,500,2.41864
50,3,2,80,200,4.45463
50,3,1,81,200,21.0998
50,3,0,82,500,8.45726
50,4,22,83,100,41.0382
50,4,21,84,200,40.1839
50,4,20,85,100,45.2475
50,4,19,86,100,36.9006
50,4,18,87,100,34.9726
50,4,16,88,200,32.4005
50,4,15,89,500,35.8933
50,4,14,90,200,30.9314
50,4,13,91,100,31.5805
50,4,12,92,200,14.0054
50,4,11,93,200,10.9532
50,4,10,94,500,15.2766
50,4,9,95,1000,17.9051
50,4,8,96,800,11.3581
50,4,7,97,500,24.9546
50,4,6,98,200,30.3638
50,4,5,99,200,11.3649
50,4,3,100,500,2.4522
50,4,2,101,100,6.90683
50,4,1,102,100,18.6812
50,4,0,103,200,10.9095
50,5,23,104,100,45.4299
50,5,22,105,100,51.385
50,5,21,106,200,39.6085
50,5,20,107,100,35.4858
50,5,19,108,300,25.5358
50,5,18,109,200,35.0732
50,5,17,110,100,21.044
50,5,16,111,500,28.6835
50,5,15,112,900,24.5284
50,5,14,113,200,40.0424
50,5,13,114,100,46.7987
50,5,12,115,200,29.2235
50,5,11,116,200,26.1714
50,5,10,117,400,30.4947
50,5,9,118,800,33.1233
50,5,8,119,400,26.5763
50,5,7,120,800,13.5898
50,5,6,121,400,18.9989
50,5,4,122,200,15.2182
50,5,3,123,400,17.6704
50,5,2,124,300,22.125
50,5,1,125,400,7.31635
50,5,0,126,300,13.3165
50,6,23,127,100,26.431
50,6,22,128,200,32.3861
50,6,21,129,500,20.6095
50,6,20,130,200,16.4869
50,6,19,131,500,6.53681
50,6,18,132,400,16.0742
50,6,17,133,200,2.04504
50,6,16,134,1000,9.68459
50,6,15,135,1400,5.52946
50,6,14,136,500,21.0435
50,6,13,137,200,35.5921
50,6,12,138,400,46.9207
50,6,11,139,700,49.9732
50,6,10,140,500,45.9937
50,6,9,141,1900,33.2097
50,6,8,142,600,37.3104
50,6,7,143,1000,7.10455
50,6,5,144,400,24.4888
50,6,4,145,200,39.707
50,6,3,146,400,42.1592
50,6,2,147,100,46.6138
50,6,1,148,200,31.8051
50,6,0,149,500,37.8052
50,7,23,150,200,31.8401
50,7,22,151,300,37.7953
50,7,21,152,500,26.0187
50,7,20,153,400,21.8961
50,7,19,154,900,11.946
50,7,18,155,700,21.4834
50,7,17,156,300,7.45422
50,7,16,157,1400,15.0938
50,7,15,158,2200,10.9386
50,7,14,159,600,26.4526
50,7,13,160,400,41.0013
50,7,12,161,600,46.6078
50,7,11,162,600,43.5556
50,7,10,163,800,47.879
50,7,9,164,1600,36.7529
50,7,8,165,800,30.2059
50,7,6,166,1000,5.40918
50,7,5,167,800,17.3842
50,7,4,168,500,32.6024
50,7,3,169,700,35.0546
50,7,2,170,200,39.5092
50,7,1,171,400,24.7006
50,7,0,172,800,30.7007
50,8,23,173,200,43.8334
50,8,22,174,500,40.6024
50,8,21,175,700,28.8258
50,8,20,176,300,33.8894
50,8,19,177,600,31.0952
50,8,18,178,400,23.6145
50,8,17,179,200,26.6034
50,8,16,180,900,21.0424
50,8,15,181,1400,25.6401
50,8,14,182,900,19.5733
50,8,13,183,600,34.1219
50,8,12,184,600,24.4471
50,8,11,185,600,21.3949
50,8,10,186,1400,19.331
50,8,9,187,2800,6.54703
50,8,7,188,800,19.1492
50,8,6,189,600,24.5584
50,8,5,190,400,21.8066
50,8,4,191,800,10.4417
50,8,3,192,700,12.8939
50,8,2,193,100,17.3485
50,8,1,194,200,29.1229
50,8,0,195,500,21.3512
50,9,23,196,800,37.2864
50,9,22,197,1800,34.0553
50,9,21,198,2600,22.2788
50,9,20,199,1200,27.3423
50,9,19,200,2500,27.2945
50,9,18,201,1800,17.0675
50,9,17,202,700,22.8027
50,9,16,203,3900,14.4953
50,9,15,204,4400,19.093
50,9,14,205,4000,13.0262
50,9,13,206,2100,27.5749
50,9,12,207,1900,29.793
50,9,11,208,2000,26.7408
50,9,10,209,4000,12.7839
50,9,8,210,2800,5.34588
50,9,7,211,1600,24.4951
50,9,6,212,1900,24.8728
50,9,5,213,800,27.1525
50,9,4,214,1000,15.7876
50,9,3,215,1200,18.2398
50,9,2,216,300,22.6944
50,9,1,217,600,34.4688
50,9,0,218,1300,26.6971
50,10,23,219,600,33.1085
50,10,22,220,1300,26.4739
50,10,21,221,1100,35.7547
50,10,20,222,400,40.8183
50,10,19,223,600,40.7704
50,10,18,224,400,30.5434
50,10,17,225,100,36.2786
50,10,16,226,1000,27.9713
50,10,15,227,1400,32.5689
50,10,14,228,1400,26.5021
50,10,13,229,1600,16.3039
50,10,12,230,1000,17.2709
50,10,11,231,1400,14.2188
50,10,9,232,3900,13.4759
50,10,8,233,1400,18.8218
50,10,7,234,800,37.971
50,10,6,235,500,38.3487
50,10,5,236,400,25.2065
50,10,4,237,500,13.8416
50,10,3,238,1500,11.423
50,10,2,239,300,15.8776
50,10,1,240,200,32.5228
50,10,0,241,500,19.8802
50,11,23,242,500,23.9602
50,11,22,243,700,30.085
50,11,21,244,700,40.4092
50,11,20,245,300,34.6879
50,11,19,246,400,44.217
50,11,18,247,300,43.3822
50,11,17,248,200,43.354
50,11,16,249,600,40.8101
50,11,15,250,700,45.4078
50,11,14,251,700,39.341
50,11,13,252,700,29.1427
50,11,12,253,1300,3.05214
50,11,10,254,1400,12.8388
50,11,9,255,2000,26.3147
50,11,8,256,600,22.3033
50,11,7,257,600,35.8998
50,11,6,258,700,41.309
50,11,5,259,200,22.31
50,11,4,260,200,10.9452
50,11,3,261,600,8.52655
50,11,2,262,200,4.05124
50,11,1,263,100,29.6264
50,11,0,264,200,8.05387
50,12,23,265,800,20.9081
50,12,22,266,800,27.0329
50,12,21,267,1300,37.3571
50,12,20,268,600,31.6358
50,12,19,269,600,41.1648
50,12,18,270,300,46.4347
50,12,17,271,100,45.6215
50,12,16,272,500,43.8626
50,12,15,273,600,48.4603
50,12,14,274,700,42.3935
50,12,13,275,600,32.1952
50,12,11,276,1300,3.05251
50,12,10,277,1000,15.8913
50,12,9,278,1900,29.3672
50,12,8,279,600,25.3558
50,12,7,280,600,38.9523
50,12,6,281,400,44.3615
50,12,5,282,200,25.3626
50,12,4,283,200,13.9977
50,12,3,284,600,11.5791
50,12,2,285,100,7.10375
50,12,1,286,300,32.6789
50,12,0,287,500,11.1064
50,13,23,288,400,16.8046
50,13,22,289,1100,10.17
50,13,21,290,1200,19.8783
50,13,20,291,400,24.9419
50,13,19,292,500,24.9374
50,13,18,293,300,14.667
50,13,17,294,100,29.3941
50,13,16,295,700,19.2975
50,13,15,296,700,32.0656
50,13,14,297,1300,10.6258
50,13,12,298,600,35.6622
50,13,11,299,700,32.61
50,13,10,300,1600,18.3912
50,13,9,301,2100,29.2142
50,13,8,302,600,34.5601
50,13,7,303,400,38.5687
50,13,6,304,200,31.4641
50,13,5,305,100,43.5977
50,13,4,306,100,32.2328
50,13,3,307,500,29.8142
50,13,2,308,100,34.2688
50,13,1,309,100,50.9141
50,13,0,310,300,38.2715
50,14,23,311,400,24.2602
50,14,22,312,1000,21.0291
50,14,21,313,2600,9.25253
50,14,20,314,800,14.3161
50,14,19,315,1100,14.3117
50,14,18,316,800,4.04123
50,14,17,317,200,18.7683
50,14,16,318,1500,8.67173
50,14,15,319,1200,21.4399
50,14,13,320,1300,14.5486
50,14,12,321,700,44.7499
50,14,11,322,700,45.3293
50,14,10,323,1400,31.3724
50,14,9,324,4000,18.5885
50,14,8,325,1000,23.9343
50,14,7,326,600,27.9429
50,14,6,327,500,20.8384
50,14,5,328,200,45.3271
50,14,4,329,200,34.3761
50,14,3,330,500,36.8283
50,14,2,331,100,41.2829
50,14,1,332,100,52.6435
50,14,0,333,500,45.2855
50,15,23,334,300,28.0956
50,15,22,335,500,34.0507
50,15,21,336,1200,22.2742
50,15,20,337,600,18.1515
50,15,19,338,1600,8.20145
50,15,18,339,1300,16.4608
50,15,17,340,500,3.70969
50,15,16,341,2800,4.15513
50,15,14,342,1200,21.4301
50,15,13,343,700,35.9787
50,15,12,344,600,48.5853
50,15,11,345,700,51.6378
50,15,10,346,1400,40.4642
50,15,9,347,4400,27.6803
50,15,8,348,1400,33.0261
50,15,7,349,2200,12.8843
50,15,6,350,1400,5.77972
50,15,5,351,900,30.2685
50,15,4,352,500,43.4679
50,15,3,353,800,45.9201
50,15,2,354,200,50.3747
50,15,1,355,400,37.5849
50,15,0,356,500,43.585
50,16,23,357,300,40.8637
