VulLink,Origin,Dest,ODIndex,Demand,UECost
-1,3,15,68,800,38.6102
-1,3,14,69,500,32.6683
-1,3,13,70,500,21.0831
-1,3,12,71,600,11.3905
-1,3,11,72,600,8.35888
-1,3,10,73,1400,7.77402
-1,3,9,74,1200,18.7887
-1,3,8,75,700,12.8801
-1,3,7,76,700,28.3905
-1,3,6,77,400,34.0906
-1,3,5,78,400,15.0399
-1,3,4,79,500,2.46039
-1,3,2,80,200,4.336
-1,3,1,81,200,22.2602
-1,3,0,82,500,8.33876
-1,4,22,83,100,32.6207
-1,4,21,84,200,39.2473
-1,4,20,85,100,42.1194
-1,4,19,86,100,37.994
-1,4,18,87,100,34.6042
-1,4,16,88,200,32.5704
-1,4,15,89,500,36.1498
-1,4,14,90,200,30.2079
-1,4,13,91,100,23.5307
-1,4,12,92,200,13.8381
-1,4,11,93,200,10.8065
-1,4,10,94,500,10.2216
-1,4,9,95,1000,16.3283
-1,4,8,96,800,10.4197
-1,4,7,97,500,25.9301
-1,4,6,98,200,31.6302
-1,4,5,99,200,12.5795
-1,4,3,100,500,2.4476
-1,4,2,101,100,6.78361
-1,4,1,102,100,19.7998
-1,4,0,103,200,10.7864
-1,5,23,104,100,43.8979
-1,5,22,105,100,45.0156
-1,5,21,106,200,33.5152
-1,5,20,107,100,34.0567
-1,5,19,108,300,25.4145
-1,5,18,109,200,35.3
-1,5,17,110,100,21.1101
-1,5,16,111,500,32.8462
-1,5,15,112,900,23.5703
-1,5,14,113,200,39.717
-1,5,13,114,100,35.9255
-1,5,12,115,200,26.233
-1,5,11,116,200,23.2014
-1,5,10,117,400,22.6165
-1,5,9,118,800,28.7232
-1,5,8,119,400,22.8146
-1,5,7,120,800,13.3506
-1,5,6,121,400,19.0507
-1,5,4,122,200,12.3949
-1,5,3,123,400,14.8425
-1,5,2,124,300,19.1785
-1,5,1,125,400,7.22025
-1,5,0,126,300,13.2204
-1,6,23,127,100,26.0677
-1,6,22,128,200,27.3075
-1,6,21,129,500,14.4645
-1,6,20,130,200,15.006
-1,6,19,131,500,6.36384
-1,6,18,132,400,16.2493
-1,6,17,133,200,2.05943
-1,6,16,134,1000,14.5096
-1,6,15,135,1400,5.23374
-1,6,14,136,500,20.6664
-1,6,13,137,200,33.7636
-1,6,12,138,400,43.8289
-1,6,11,139,700,42.4085
-1,6,10,140,500,38.2997
-1,6,9,141,1900,25.9472
-1,6,8,142,600,22.4875
-1,6,7,143,1000,5.87557
-1,6,5,144,400,19.2071
-1,6,4,145,200,31.602
-1,6,3,146,400,34.0496
-1,6,2,147,100,38.3856
-1,6,1,148,200,26.4273
-1,6,0,149,500,32.4274
-1,7,23,150,200,31.7678
-1,7,22,151,300,33.0076
-1,7,21,152,500,20.1646
-1,7,20,153,400,20.7061
-1,7,19,154,900,12.0639
-1,7,18,155,700,21.9494
-1,7,17,156,300,7.75953
-1,7,16,157,1400,19.4956
-1,7,15,158,2200,10.2197
-1,7,14,159,600,26.3665
-1,7,13,160,400,39.4637
-1,7,12,161,600,39.5646
-1,7,11,162,600,36.5329
-1,7,10,163,800,34.8731
-1,7,9,164,1600,22.5205
-1,7,8,165,800,16.6119
-1,7,6,166,1000,5.7001
-1,7,5,167,800,13.3315
-1,7,4,168,500,25.7264
-1,7,3,169,700,28.174
-1,7,2,170,200,32.51
-1,7,1,171,400,20.5518
-1,7,0,172,800,26.5519
-1,8,23,173,200,41.809
-1,8,22,174,500,40.6602
-1,8,21,175,700,28.8276
-1,8,20,176,300,33.2004
-1,8,19,177,600,28.155
-1,8,18,178,400,24.1845
-1,8,17,179,200,23.8506
-1,8,16,180,900,22.1507
-1,8,15,181,1400,26.3108
-1,8,14,182,900,19.7882
-1,8,13,183,600,31.5702
-1,8,12,184,600,24.1441
-1,8,11,185,600,21.1124
-1,8,10,186,1400,18.2611
-1,8,9,187,2800,5.90861
-1,8,7,188,800,16.0911
-1,8,6,189,600,21.7912
-1,8,5,190,400,22.8855
-1,8,4,191,800,10.306
-1,8,3,192,700,12.7536
-1,8,2,193,100,17.0896
-1,8,1,194,200,30.1057
-1,8,0,195,500,21.0923
-1,9,23,196,800,38.3534
-1,9,22,197,1800,34.7516
-1,9,21,198,2600,22.919
-1,9,20,199,1200,27.2917
-1,9,19,200,2500,27.7832
-1,9,18,201,1800,18.2759
-1,9,17,202,700,24.6344
-1,9,16,203,3900,16.2421
-1,9,15,204,4400,21.4529
-1,9,14,205,4000,13.8796
-1,9,13,206,2100,25.6616
-1,9,12,207,1900,29.5109
-1,9,11,208,2000,26.4792
-1,9,10,209,4000,12.3525
-1,9,8,210,2800,5.83833
-1,9,7,211,1600,21.9294
-1,9,6,212,1900,26.6968
-1,9,5,213,800,28.7238
-1,9,4,214,1000,16.1443
-1,9,3,215,1200,18.5919
-1,9,2,216,300,22.9279
-1,9,1,217,600,35.9441
-1,9,0,218,1300,26.9307
-1,10,23,219,600,26.2993
-1,10,22,220,1300,22.3991
-1,10,21,221,1100,34.8134
-1,10,20,222,400,36.9156
-1,10,19,223,600,39.6776
-1,10,18,224,400,30.1703
-1,10,17,225,100,36.9263
-1,10,16,226,1000,28.5339
-1,10,15,227,1400,33.7447
-1,10,14,228,1400,25.7739
-1,10,13,229,1600,13.309
-1,10,12,230,1000,17.1584
-1,10,11,231,1400,14.1267
-1,10,9,232,3900,12.2919
-1,10,8,233,1400,18.1302
-1,10,7,234,800,34.2212
-1,10,6,235,500,38.9887
-1,10,5,236,400,22.7158
-1,10,4,237,500,10.1363
-1,10,3,238,1500,7.6759
-1,10,2,239,300,12.0119
-1,10,1,240,200,29.9361
-1,10,0,241,500,16.0147
-1,11,23,242,500,20.6966
-1,11,22,243,700,24.6178
-1,11,21,244,700,35.5897
-1,11,20,245,300,31.3129
-1,11,19,246,400,39.8734
-1,11,18,247,300,43.3678
-1,11,17,248,200,44.1739
-1,11,16,249,600,41.7314
-1,11,15,250,700,46.9422
-1,11,14,251,700,38.9714
-1,11,13,252,700,26.5065
-1,11,12,253,1300,3.03166
-1,11,10,254,1400,13.1975
-1,11,9,255,2000,25.4893
-1,11,8,256,600,21.2716
-1,11,7,257,600,36.782
-1,11,6,258,700,42.4821
-1,11,5,259,200,23.4314
-1,11,4,260,200,10.8519
-1,11,3,261,600,8.39152
-1,11,2,262,200,4.02541
-1,11,1,263,100,30.6517
-1,11,0,264,200,8.02817
-1,12,23,265,800,17.6649
-1,12,22,266,800,21.5862
-1,12,21,267,1300,32.558
-1,12,20,268,600,28.2812
-1,12,19,269,600,36.8417
-1,12,18,270,300,45.7983
-1,12,17,271,100,41.1422
-1,12,16,272,500,44.7642
-1,12,15,273,600,44.3166
-1,12,14,274,700,41.4019
-1,12,13,275,600,29.5393
-1,12,11,276,1300,3.03281
-1,12,10,277,1000,16.2303
-1,12,9,278,1900,28.5222
-1,12,8,279,600,24.3044
-1,12,7,280,600,39.8148
-1,12,6,281,400,43.2047
-1,12,5,282,200,26.4642
-1,12,4,283,200,13.8847
-1,12,3,284,600,11.4243
-1,12,2,285,100,7.05822
-1,12,1,286,300,33.6845
-1,12,0,287,500,11.061
-1,13,23,288,400,12.9902
-1,13,22,289,1100,9.09006
-1,13,21,290,1200,21.5043
-1,13,20,291,400,23.6065
-1,13,19,292,500,26.3685
-1,13,18,293,300,16.8612
-1,13,17,294,100,30.669
-1,13,16,295,700,24.4295
-1,13,15,296,700,33.669
-1,13,14,297,1300,12.4649
-1,13,12,298,600,30.7513
-1,13,11,299,700,28.376
-1,13,10,300,1600,14.2493
-1,13,9,301,2100,26.1214
-1,13,8,302,600,31.9597
-1,13,7,303,400,38.6071
-1,13,6,304,200,32.7315
-1,13,5,305,100,36.9651
-1,13,4,306,100,24.3856
-1,13,3,307,500,21.9252
-1,13,2,308,100,26.2612
-1,13,1,309,100,44.1854
-1,13,0,310,300,30.264
-1,14,23,311,400,24.4739
-1,14,22,312,1000,21.8825
-1,14,21,313,2600,9.03947
-1,14,20,314,800,13.4122
-1,14,19,315,1100,13.9036
-1,14,18,316,800,4.39635
-1,14,17,317,200,18.2042
-1,14,16,318,1500,11.9647
-1,14,15,319,1200,21.2041
-1,14,13,320,1300,13.0972
-1,14,12,321,700,42.235
-1,14,11,322,700,40.1357
-1,14,10,323,1400,26.009
-1,14,9,324,4000,13.6565
-1,14,8,325,1000,19.4948
-1,14,7,326,600,26.1422
-1,14,6,327,500,20.2666
-1,14,5,328,200,39.4737
-1,14,4,329,200,29.8008
-1,14,3,330,500,32.2484
-1,14,2,331,100,36.5844
-1,14,1,332,100,46.694
-1,14,0,333,500,40.5872
-1,15,23,334,300,27.1898
-1,15,22,335,500,28.4296
-1,15,21,336,1200,15.5866
-1,15,20,337,600,16.1281
-1,15,19,338,1600,7.48594
-1,15,18,339,1300,16.6804
-1,15,17,340,500,3.18153
-1,15,16,341,2800,9.27585
-1,15,14,342,1200,21.0975
-1,15,13,343,700,34.1946
-1,15,12,344,600,44.951
-1,15,11,345,700,46.6233
-1,15,10,346,1400,33.066
-1,15,9,347,4400,20.7134
-1,15,8,348,1400,26.5518
-1,15,7,349,2200,10.0904
-1,15,6,350,1400,5.24397
-1,15,5,351,900,23.422
-1,15,4,352,500,35.8168
-1,15,3,353,800,38.2644
-1,15,2,354,200,42.6004
-1,15,1,355,400,30.6422
-1,15,0,356,500,36.6423
-1,16,23,357,300,36.2955
-1,16,22,358,600,33.7041
-1,16,21,359,1700,20.8611
-1,16,20,360,600,25.2338
-1,16,19,361,1700,16.7254
-1,16,18,362,1700,7.40453
-1,16,17,363,600,12.421
-1,16,15,364,2800,9.23947
-1,16,14,365,1500,11.8216
-1,16,13,366,700,24.9188
-1,16,12,367,500,46.1219
-1,16,11,368,600,43.0902
-1,16,10,369,1000,28.9635
-1,16,9,370,3900,16.611
-1,16,8,371,900,22.4493
-1,16,7,372,1400,19.3299
-1,16,6,373,1000,14.4834
-1,16,5,374,500,32.6614
-1,16,4,375,200,32.7553
-1,16,3,376,500,35.2029
-1,16,2,377,100,39.5389
-1,16,1,378,200,39.8817
-1,16,0,379,400,43.5417
-1,17,22,380,100,25.2481
-1,17,21,381,300,12.4051
-1,17,20,382,100,12.9466
-1,17,19,383,400,4.30442
-1,17,18,384,300,14.1899
-1,17,16,385,600,12.4502
-1,17,15,386,500,3.17432
-1,17,14,387,200,18.6069
-1,17,13,388,100,31.7041
-1,17,12,389,100,41.7694
-1,17,11,390,200,44.4709
-1,17,10,391,200,36.2403
-1,17,9,392,700,23.8877
-1,17,8,393,200,24.5499
-1,17,7,394,300,7.93801
-1,17,6,395,200,2.06245
-1,17,5,396,100,21.2695
-1,17,3,397,100,36.112
-1,17,0,398,100,34.4899
-1,18,23,399,100,28.891
-1,18,22,400,300,26.2995
-1,18,21,401,1200,13.4565
-1,18,20,402,400,17.8293
-1,18,19,403,1200,9.50728
-1,18,17,404,300,13.8078
-1,18,16,405,1700,7.5683
-1,18,15,406,1300,16.8078
-1,18,14,407,800,4.41708
-1,18,13,408,300,17.5143
-1,18,12,409,300,46.6521
-1,18,11,410,300,44.5528
-1,18,10,411,400,30.4261
-1,18,9,412,1800,18.0736
-1,18,8,413,400,23.9119
-1,18,7,414,700,21.7458
-1,18,6,415,400,15.8703
-1,18,5,416,200,35.0773
-1,18,4,417,100,34.2179
-1,18,3,418,200,36.6655
-1,18,1,419,100,42.2976
-1,18,0,420,300,45.0042
-1,19,23,421,400,19.7039
-1,19,22,422,700,20.9437
-1,19,21,423,2400,8.10067
-1,19,20,424,1200,8.64219
-1,19,18,425,1200,9.88545
-1,19,17,426,400,4.30053
-1,19,16,427,1700,16.7507
-1,19,15,428,1600,7.47485
-1,19,14,429,1100,14.3025
-1,19,13,430,500,27.3997
-1,19,12,431,600,37.465
-1,19,11,432,500,40.4978
-1,19,10,433,600,40.3116
-1,19,9,434,2500,27.959
-1,19,8,435,600,28.8505
-1,19,7,436,900,12.2385
-1,19,6,437,500,6.36298
-1,19,5,438,300,25.5701
-1,19,4,439,100,37.9649
-1,19,3,440,300,40.4126
-1,19,1,441,100,32.7903
-1,19,0,442,300,38.7904
-1,20,23,443,500,11.0617
-1,20,22,444,700,14.983
-1,20,21,445,1800,4.27681
-1,20,19,446,1200,8.56049
-1,20,18,447,400,17.5171
-1,20,17,448,100,12.861
-1,20,16,449,600,25.0854
-1,20,15,450,600,16.0353
-1,20,14,451,800,13.1207
-1,20,13,452,400,24.1919
-1,20,12,453,600,28.8228
-1,20,11,454,300,31.8556
-1,20,10,455,400,38.4412
-1,20,9,456,1200,26.7772
-1,20,8,457,300,32.6155
-1,20,7,458,400,20.799
-1,20,6,459,200,14.9235
-1,20,5,460,100,34.1306
-1,20,4,461,100,42.7075
-1,20,3,462,200,40.2471
-1,20,0,463,100,39.8838
-1,21,23,464,1100,15.4344
-1,21,22,465,2100,12.843
-1,21,20,466,1800,4.37271
-1,21,19,467,2400,8.15975
-1,21,18,468,1200,13.2403
-1,21,17,469,300,12.4603
-1,21,16,470,1700,20.8086
-1,21,15,471,1200,15.6346
-1,21,14,472,2600,8.8439
-1,21,13,473,1200,21.9411
-1,21,12,474,1300,33.1955
-1,21,11,475,700,36.2283
-1,21,10,476,1100,34.8529
-1,21,9,477,2600,22.5004
-1,21,8,478,700,28.3387
-1,21,7,479,500,20.3983
-1,21,6,480,500,14.5227
-1,21,5,481,200,33.7298
-1,21,4,482,200,38.6447
-1,21,3,483,400,41.0923
-1,21,2,484,100,40.2537
-1,21,1,485,100,40.9501
-1,21,0,486,400,44.2565
-1,22,23,487,700,3.90017
-1,22,21,488,2100,12.7482
-1,22,20,489,700,14.5165
-1,22,19,490,700,20.908
-1,22,18,491,300,25.9885
-1,22,17,492,100,25.2085
-1,22,16,493,600,33.5568
-1,22,15,494,500,28.3828
-1,22,14,495,1000,21.5921
-1,22,13,496,1100,9.2089
-1,22,12,497,800,21.6613
-1,22,11,498,700,24.6941
-1,22,10,499,1300,23.4582
-1,22,9,500,1800,35.2486
-1,22,8,501,500,41.0869
-1,22,7,502,300,33.1465
-1,22,6,503,200,27.2709
-1,22,5,504,100,46.174
-1,22,4,505,100,33.5945
-1,22,3,506,500,31.1341
-1,22,2,507,100,28.7195
-1,22,0,508,300,32.7223
-1,23,22,509,700,3.92127
-1,23,21,510,1100,14.8931
-1,23,20,511,500,10.6163
-1,23,19,512,400,19.1768
-1,23,18,513,100,28.1334
-1,23,16,514,300,35.7017
-1,23,15,515,300,26.6516
-1,23,14,516,400,23.737
-1,23,13,517,400,13.1302
-1,23,12,518,700,17.7611
-1,23,11,519,500,20.7939
-1,23,10,520,600,27.3795
-1,23,9,521,800,37.3935
-1,23,8,522,200,42.0655
-1,23,7,523,200,31.4153
-1,23,6,524,100,25.5398
-1,23,5,525,100,44.2253
-1,23,3,526,200,29.1854
-1,23,0,527,100,28.8221
0,0,23,0,100,29.1537
0,0,22,1,300,33.0893
0,0,21,2,400,44.8821
0,0,20,3,100,40.7349
0,0,19,4,300,49.0262
0,0,18,5,300,46.7292
0,0,17,6,100,47.102
0,0,16,7,400,44.9763
0,0,15,8,500,49.044
0,0,14,9,500,42.1423
0,0,13,10,300,31.387
0,0,12,11,500,11.0682
0,0,11,12,200,8.03899
0,0,10,13,500,15.8877
0,0,9,14,1300,28.6683
0,0,8,15,500,22.8764
0,0,7,16,800,39.4219
0,0,6,17,500,45.0382
0,0,5,18,300,28.9652
0,0,4,19,200,11.3519
0,0,3,20,500,8.63333
0,0,2,21,100,4.01199
0,0,1,22,100,35.8321
0,1,21,23,100,35.1796
0,1,19,24,100,27.6831
0,1,18,25,100,38.2769
0,1,16,26,200,34.8717
0,1,15,27,400,25.3704
0,1,14,28,100,42.93
0,1,13,29,100,42.31
0,1,12,30,300,30.9807
0,1,11,31,100,27.9516
0,1,10,32,200,26.8107
0,1,9,33,600,34.4079
0,1,8,34,200,28.616
0,1,7,35,400,15.7438
0,1,6,36,200,21.36
0,1,5,37,400,5.2871
0,1,4,38,100,17.0916
0,1,3,39,200,19.5563
0,1,2,40,100,23.9246
0,1,0,41,100,6.00009
0,2,22,42,100,29.0773
0,2,21,43,100,40.8701
0,2,16,44,100,40.9643
0,2,15,45,200,45.032
0,2,14,46,100,38.1303
0,2,13,47,100,27.375
0,2,12,48,100,7.05618
0,2,11,49,200,4.027
0,2,10,50,300,11.8757
0,2,9,51,300,24.6563
0,2,8,52,100,18.8644
0,2,7,53,200,35.4099
0,2,6,54,100,41.0262
0,2,5,55,300,24.9533
0,2,4,56,100,7.33993
0,2,3,57,200,4.62133
0,2,1,58,100,32.1936
0,2,0,59,100,4.00292
0,3,23,60,200,29.51
0,3,22,61,500,32.0482
0,3,21,62,400,42.2634
0,3,20,63,200,41.0912
0,3,19,64,300,42.7279
0,3,18,65,200,38.0958
0,3,17,66,100,38.4687
0,3,16,67,500,36.343
0,3,15,68,800,40.4107
0,3,14,69,500,33.509
0,3,13,70,500,22.7537
0,3,12,71,600,11.4244
0,3,11,72,600,8.39525
0,3,10,73,1400,7.25434
0,3,9,74,1200,20.0349
0,3,8,75,700,14.243
0,3,7,76,700,30.7886
0,3,6,77,400,36.4048
0,3,5,78,400,20.3319
0,3,4,79,500,2.7186
0,3,2,80,200,4.36825
0,3,1,81,200,27.5722
0,3,0,82,500,8.37117
0,4,22,83,100,34.5129
0,4,21,84,200,39.5448
0,4,20,85,100,43.4496
0,4,19,86,100,40.0093
0,4,18,87,100,35.3772
0,4,16,88,200,33.6244
0,4,15,89,500,37.6921
0,4,14,90,200,30.7904
0,4,13,91,100,25.2184
0,4,12,92,200,13.8892
0,4,11,93,200,10.86
0,4,10,94,500,9.71908
0,4,9,95,1000,17.3163
0,4,8,96,800,11.5245
0,4,7,97,500,28.07
0,4,6,98,200,33.6862
0,4,5,99,200,17.6133
0,4,3,100,500,2.46474
0,4,2,101,100,6.83299
0,4,1,102,100,24.8537
0,4,0,103,200,10.8359
0,5,23,104,100,41.9716
0,5,22,105,100,40.654
0,5,21,106,200,29.8925
0,5,20,107,100,30.9543
0,5,19,108,300,22.396
0,5,18,109,200,32.9898
0,5,17,110,100,18.1367
0,5,16,111,500,29.5846
0,5,15,112,900,20.0833
0,5,14,113,200,37.6429
0,5,13,114,100,37.0229
0,5,12,115,200,25.6936
0,5,11,116,200,22.6645
0,5,10,117,400,21.5236
0,5,9,118,800,29.1208
0,5,8,119,400,23.3289
0,5,7,120,800,10.4567
0,5,6,121,400,16.0729
0,5,4,122,200,11.8045
0,5,3,123,400,14.2692
0,5,2,124,300,18.6375
0,5,1,125,400,7.24033
0,5,0,126,300,13.2404
0,6,23,127,100,25.8987
0,6,22,128,200,24.5811
0,6,21,129,500,13.8196
0,6,20,130,200,14.8814
0,6,19,131,500,6.32305
0,6,18,132,400,16.9168
0,6,17,133,200,2.06382
0,6,16,134,1000,14.7086
0,6,15,135,1400,5.20737
0,6,14,136,500,21.57
0,6,13,137,200,32.8651
0,6,12,138,400,43.172
0,6,11,139,700,42.8382
0,6,10,140,500,39.2721
0,6,9,141,1900,25.8312
0,6,8,142,600,21.6937
0,6,7,143,1000,6.23631
0,6,5,144,400,20.9698
0,6,4,145,200,31.9782
0,6,3,146,400,34.4429
0,6,2,147,100,38.8112
0,6,1,148,200,28.2102
0,6,0,149,500,34.2103
0,7,23,150,200,31.5149
0,7,22,151,300,30.1974
0,7,21,152,500,19.4359
0,7,20,153,400,20.4976
0,7,19,154,900,11.9393
0,7,18,155,700,22.5331
0,7,17,156,300,7.68006
0,7,16,157,1400,19.1279
0,7,15,158,2200,9.62661
0,7,14,159,600,27.1862
0,7,13,160,400,38.4813
0,7,12,161,600,39.6311
0,7,11,162,600,36.6019
0,7,10,163,800,34.6901
0,7,9,164,1600,21.2493
0,7,8,165,800,15.4574
0,7,6,166,1000,5.61624
0,7,5,167,800,14.7335
0,7,4,168,500,25.7419
0,7,3,169,700,28.2066
0,7,2,170,200,32.5749
0,7,1,171,400,21.9739
0,7,0,172,800,27.974
0,8,23,173,200,42.2592
0,8,22,174,500,38.7818
0,8,21,175,700,28.0203
0,8,20,176,300,31.9252
0,8,19,177,600,31.2524
0,8,18,178,400,23.8528
0,8,17,179,200,26.9932
0,8,16,180,900,22.0999
0,8,15,181,1400,26.1677
0,8,14,182,900,19.2659
0,8,13,183,600,31.9548
0,8,12,184,600,24.1737
0,8,11,185,600,21.1445
0,8,10,186,1400,19.2328
0,8,9,187,2800,5.79189
0,8,7,188,800,19.3131
0,8,6,189,600,24.9294
0,8,5,190,400,27.8978
0,8,4,191,800,10.2845
0,8,3,192,700,12.7493
0,8,2,193,100,17.1175
0,8,1,194,200,35.1382
0,8,0,195,500,21.1204
0,9,23,196,800,37.0297
0,9,22,197,1800,32.9899
0,9,21,198,2600,22.2284
0,9,20,199,1200,26.1333
0,9,19,200,2500,27.7935
0,9,18,201,1800,18.0609
0,9,17,202,700,23.5343
0,9,16,203,3900,16.308
0,9,15,204,4400,20.3758
0,9,14,205,4000,13.474
0,9,13,206,2100,26.1629
0,9,12,207,1900,28.9881
0,9,11,208,2000,25.9589
0,9,10,209,4000,13.4409
0,9,8,210,2800,5.90311
0,9,7,211,1600,25.2163
0,9,6,212,1900,25.6095
0,9,5,213,800,33.8009
0,9,4,214,1000,16.1876
0,9,3,215,1200,18.6524
0,9,2,216,300,23.0206
0,9,1,217,600,41.0413
0,9,0,218,1300,27.0235
0,10,23,219,600,28.8336
0,10,22,220,1300,24.7939
0,10,21,221,1100,35.3328
0,10,20,222,400,39.2376
0,10,19,223,600,40.8979
0,10,18,224,400,31.1653
0,10,17,225,100,36.6387
0,10,16,226,1000,29.4124
0,10,15,227,1400,33.4801
0,10,14,228,1400,26.5784
0,10,13,229,1600,15.4993
0,10,12,230,1000,15.5472
0,10,11,231,1400,12.5181
0,10,9,232,3900,13.1044
0,10,8,233,1400,19.0075
0,10,7,234,800,38.3145
0,10,6,235,500,38.7139
0,10,5,236,400,27.8578
0,10,4,237,500,10.2445
0,10,3,238,1500,7.52591
0,10,2,239,300,11.8942
0,10,1,240,200,35.0982
0,10,0,241,500,15.8971
0,11,23,242,500,21.1147
0,11,22,243,700,25.0503
0,11,21,244,700,36.8431
0,11,20,245,300,32.6959
0,11,19,246,400,40.9872
0,11,18,247,300,44.8456
0,11,17,248,200,45.2572
0,11,16,249,600,43.0927
0,11,15,250,700,47.1604
0,11,14,251,700,40.2587
0,11,13,252,700,29.1796
0,11,12,253,1300,3.02918
0,11,10,254,1400,13.6803
0,11,9,255,2000,26.7847
0,11,8,256,600,22.8867
0,11,7,257,600,39.4322
0,11,6,258,700,45.0485
0,11,5,259,200,28.9756
0,11,4,260,200,11.3622
0,11,3,261,600,8.64364
0,11,2,262,200,4.02231
0,11,1,263,100,36.2159
0,11,0,264,200,8.02523
0,12,23,265,800,18.0856
0,12,22,266,800,22.0211
0,12,21,267,1300,33.8139
0,12,20,268,600,29.6667
0,12,19,269,600,37.9581
0,12,18,270,300,46.675
0,12,17,271,100,42.228
0,12,16,272,500,46.1213
0,12,15,273,600,45.3715
0,12,14,274,700,42.0881
0,12,13,275,600,30.3051
0,12,11,276,1300,3.0286
0,12,10,277,1000,16.7089
0,12,9,278,1900,29.8133
0,12,8,279,600,25.9153
0,12,7,280,600,42.4608
0,12,6,281,400,44.3032
0,12,5,282,200,32.0042
0,12,4,283,200,14.3908
0,12,3,284,600,11.6722
0,12,2,285,100,7.05091
0,12,1,286,300,39.2445
0,12,0,287,500,11.0538
0,13,23,288,400,13.3343
0,13,22,289,1100,9.29454
0,13,21,290,1200,20.5374
0,13,20,291,400,24.4423
0,13,19,292,500,26.5272
0,13,18,293,300,16.3699
0,13,17,294,100,30.7971
0,13,16,295,700,23.9212
0,13,15,296,700,33.3403
0,13,14,297,1300,11.783
0,13,12,298,600,30.3648
0,13,11,299,700,27.3357
0,13,10,300,1600,14.8176
0,13,9,301,2100,25.6252
0,13,8,302,600,31.5283
0,13,7,303,400,39.1086
0,13,6,304,200,32.8723
0,13,5,305,100,42.6754
0,13,4,306,100,25.0621
0,13,3,307,500,22.3435
0,13,2,308,100,26.7118
0,13,1,309,100,49.9158
0,13,0,310,300,30.7147
0,14,23,311,400,23.5557
0,14,22,312,1000,19.5159
0,14,21,313,2600,8.75439
0,14,20,314,800,12.6592
0,14,19,315,1100,14.7441
0,14,18,316,800,4.58687
0,14,17,317,200,19.0141
0,14,16,318,1500,12.1381
0,14,15,319,1200,21.5572
0,14,13,320,1300,12.6889
0,14,12,321,700,40.829
0,14,11,322,700,39.8011
0,14,10,323,1400,27.283
0,14,9,324,4000,13.8422
0,14,8,325,1000,19.7453
0,14,7,326,600,27.3256
0,14,6,327,500,21.0893
0,14,5,328,200,42.0591
0,14,4,329,200,30.0298
0,14,3,330,500,32.4945
0,14,2,331,100,36.8628
0,14,1,332,100,49.2995
0,14,0,333,500,40.8657
0,15,23,334,300,26.9934
0,15,22,335,500,25.6759
0,15,21,336,1200,14.9143
0,15,20,337,600,15.9761
0,15,19,338,1600,7.41778
0,15,18,339,1300,17.1654
0,15,17,340,500,3.15855
0,15,16,341,2800,9.50127
0,15,14,342,1200,21.8185
0,15,13,343,700,33.9598
0,15,12,344,600,44.2667
0,15,11,345,700,45.2747
0,15,10,346,1400,34.0647
0,15,9,347,4400,20.6239
0,15,8,348,1400,24.1302
0,15,7,349,2200,8.67278
0,15,6,350,1400,5.23374
0,15,5,351,900,23.4063
0,15,4,352,500,34.4147
0,15,3,353,800,36.8794
0,15,2,354,200,41.2477
0,15,1,355,400,30.6466
0,15,0,356,500,36.6467
0,16,23,357,300,35.8729
