VulLink,Origin,Dest,ODIndex,Demand,UECost
-1,7,1,171,400,20.9628
-1,7,0,172,800,26.963
-1,8,23,173,200,44.5773
-1,8,22,174,500,42.455
-1,8,21,175,700,29.8613
-1,8,20,176,300,36.4512
-1,8,19,177,600,33.0775
-1,8,18,178,400,24.8134
-1,8,17,179,200,28.6996
-1,8,16,180,900,25.499
-1,8,15,181,1400,32.0853
-1,8,14,182,900,20.2593
-1,8,13,183,600,33.5671
-1,8,12,184,600,25.9918
-1,8,11,185,600,22.9463
-1,8,10,186,1400,17.6315
-1,8,9,187,2800,6.35279
-1,8,7,188,800,19.9668
-1,8,6,189,600,26.6337
-1,8,5,190,400,26.2858
-1,8,4,191,800,11.8433
-1,8,3,192,700,14.3957
-1,8,2,193,100,18.8888
-1,8,1,194,200,33.5813
-1,8,0,195,500,22.8915
-1,9,23,196,800,40.8842
-1,9,22,197,1800,36.1022
-1,9,21,198,2600,23.5085
-1,9,20,199,1200,30.0984
-1,9,19,200,2500,31.5968
-1,9,18,201,1800,18.4607
-1,9,17,202,700,29.6588
-1,9,16,203,3900,19.1462
-1,9,15,204,4400,26.2597
-1,9,14,205,4000,13.9065
-1,9,13,206,2100,27.2143
-1,9,12,207,1900,27.8193
-1,9,11,208,2000,24.7739
-1,9,10,209,4000,11.2787
-1,9,8,210,2800,7.09441
-1,9,7,211,1600,27.0612
-1,9,6,212,1900,31.7235
-1,9,5,213,800,33.3802
-1,9,4,214,1000,18.9377
-1,9,3,215,1200,21.4901
-1,9,2,216,300,25.9832
-1,9,1,217,600,40.6757
-1,9,0,218,1300,29.9859
-1,10,23,219,600,30.4517
-1,10,22,220,1300,24.8234
-1,10,21,221,1100,35.5333
-1,10,20,222,400,39.4338
-1,10,19,223,600,43.6217
-1,10,18,224,400,30.4855
-1,10,17,225,100,41.6836
-1,10,16,226,1000,31.171
-1,10,15,227,1400,38.2845
-1,10,14,228,1400,25.9313
-1,10,13,229,1600,15.9356
-1,10,12,230,1000,16.5406
-1,10,11,231,1400,13.4951
-1,10,9,232,3900,12.0248
-1,10,8,233,1400,19.1193
-1,10,7,234,800,39.086
-1,10,6,235,500,43.7483
-1,10,5,236,400,28.2247
-1,10,4,237,500,13.7822
-1,10,3,238,1500,11.2788
-1,10,2,239,300,15.7719
-1,10,1,240,200,35.5202
-1,10,0,241,500,19.7746
-1,11,23,242,500,21.631
-1,11,22,243,700,27.7191
-1,11,21,244,700,36.2388
-1,11,20,245,300,30.6131
-1,11,19,246,400,41.3673
-1,11,18,247,300,44.5251
-1,11,17,248,200,45.7214
-1,11,16,249,600,45.2106
-1,11,15,250,700,49.1071
-1,11,14,251,700,39.9709
-1,11,13,252,700,29.9752
-1,11,12,253,1300,3.04544
-1,11,10,254,1400,14.0396
-1,11,9,255,2000,26.0644
-1,11,8,256,600,21.7998
-1,11,7,257,600,39.8571
-1,11,6,258,700,46.5241
-1,11,5,259,200,25.5254
-1,11,4,260,200,11.0828
-1,11,3,261,600,8.57942
-1,11,2,262,200,4.0593
-1,11,1,263,100,32.8208
-1,11,0,264,200,8.06196
-1,12,23,265,800,18.5855
-1,12,22,266,800,24.6736
-1,12,21,267,1300,33.1934
-1,12,20,268,600,27.5676
-1,12,19,269,600,38.3218
-1,12,18,270,300,47.3641
-1,12,17,271,100,42.676
-1,12,16,272,500,48.2605
-1,12,15,273,600,46.0617
-1,12,14,274,700,42.81
-1,12,13,275,600,33.0251
-1,12,11,276,1300,3.04994
-1,12,10,277,1000,17.0895
-1,12,9,278,1900,29.1144
-1,12,8,279,600,24.8497
-1,12,7,280,600,42.9071
-1,12,6,281,400,44.7407
-1,12,5,282,200,28.5753
-1,12,4,283,200,14.1327
-1,12,3,284,600,11.6294
-1,12,2,285,100,7.10924
-1,12,1,286,300,35.8708
-1,12,0,287,500,11.1119
-1,13,23,288,400,14.5161
-1,13,22,289,1100,8.88788
-1,13,21,290,1200,21.4303
-1,13,20,291,400,23.4982
-1,13,19,292,500,31.5744
-1,13,18,293,300,20.1026
-1,13,17,294,100,35.9285
-1,13,16,295,700,29.2198
-1,13,15,296,700,39.3142
-1,13,14,297,1300,15.5485
-1,13,12,298,600,31.7617
-1,13,11,299,700,28.7163
-1,13,10,300,1600,15.2211
-1,13,9,301,2100,27.246
-1,13,8,302,600,34.3404
-1,13,7,303,400,44.5806
-1,13,6,304,200,37.9932
-1,13,5,305,100,43.4458
-1,13,4,306,100,29.0033
-1,13,3,307,500,26.4999
-1,13,2,308,100,30.993
-1,13,1,309,100,50.7413
-1,13,0,310,300,34.9957
-1,14,23,311,400,26.9777
-1,14,22,312,1000,22.2534
-1,14,21,313,2600,9.60201
-1,14,20,314,800,16.1919
-1,14,19,315,1100,17.6903
-1,14,18,316,800,4.55416
-1,14,17,317,200,22.0444
-1,14,16,318,1500,13.6713
-1,14,15,319,1200,24.0669
-1,14,13,320,1300,13.6691
-1,14,12,321,700,41.9797
-1,14,11,322,700,38.9342
-1,14,10,323,1400,25.4391
-1,14,9,324,4000,14.1604
-1,14,8,325,1000,21.2548
-1,14,7,326,600,30.6965
-1,14,6,327,500,24.1091
-1,14,5,328,200,44.3639
-1,14,4,329,200,33.098
-1,14,3,330,500,35.6505
-1,14,2,331,100,40.1436
-1,14,1,332,100,51.6593
-1,14,0,333,500,44.1463
-1,15,23,334,300,29.4249
-1,15,22,335,500,32.3521
-1,15,21,336,1200,19.7006
-1,15,20,337,600,18.6391
-1,15,19,338,1600,7.77696
-1,15,18,339,1300,20.0523
-1,15,17,340,500,3.39912
-1,15,16,341,2800,12.7657
-1,15,14,342,1200,24.4846
-1,15,13,343,700,38.1537
-1,15,12,344,600,49.3357
-1,15,11,345,700,47.399
-1,15,10,346,1400,33.9039
-1,15,9,347,4400,22.6251
-1,15,8,348,1400,29.7195
-1,15,7,349,2200,11.8599
-1,15,6,350,1400,5.46382
-1,15,5,351,900,25.5272
-1,15,4,352,500,38.8294
-1,15,3,353,800,41.3818
-1,15,2,354,200,45.875
-1,15,1,355,400,32.8227
-1,15,0,356,500,38.8228
-1,16,23,357,300,39.8205
-1,16,22,358,600,35.3853
-1,16,21,359,1700,22.7339
-1,16,20,360,600,29.0347
-1,16,19,361,1700,18.1725
-1,16,18,362,1700,8.6996
-1,16,17,363,600,13.7947
-1,16,15,364,2800,10.3956
-1,16,14,365,1500,13.1319
-1,16,13,366,700,26.801
-1,16,12,367,500,52.5472
-1,16,11,368,600,49.5018
-1,16,10,369,1000,36.0066
-1,16,9,370,3900,24.7279
-1,16,8,371,900,31.8223
-1,16,7,372,1400,22.2554
-1,16,6,373,1000,15.8594
-1,16,5,374,500,35.9228
-1,16,4,375,200,43.6655
-1,16,3,376,500,46.218
-1,16,2,377,100,50.7111
-1,16,1,378,200,43.2182
-1,16,0,379,400,49.2184
-1,17,22,380,100,28.9529
-1,17,21,381,300,16.3015
-1,17,20,382,100,15.24
-1,17,19,383,400,4.37784
-1,17,18,384,300,16.6532
-1,17,16,385,600,16.1515
-1,17,15,386,500,3.38571
-1,17,14,387,200,21.0855
-1,17,13,388,100,34.7546
-1,17,12,389,100,45.9366
-1,17,11,390,200,46.7246
-1,17,10,391,200,37.2896
-1,17,9,392,700,26.0108
-1,17,8,393,200,27.1634
-1,17,7,394,300,8.65203
-1,17,6,395,200,2.0647
-1,17,5,396,100,22.3194
-1,17,3,397,100,38.174
-1,17,0,398,100,35.615
-1,18,23,399,100,31.41
-1,18,22,400,300,26.6857
-1,18,21,401,1200,14.0343
-1,18,20,402,400,20.6242
-1,18,19,403,1200,13.1362
-1,18,17,404,300,17.4903
-1,18,16,405,1700,9.11716
-1,18,15,406,1300,19.5127
-1,18,14,407,800,4.4323
-1,18,13,408,300,18.1014
-1,18,12,409,300,46.412
-1,18,11,410,300,43.3666
-1,18,10,411,400,29.8714
-1,18,9,412,1800,18.5927
-1,18,8,413,400,25.6871
-1,18,7,414,700,26.1423
-1,18,6,415,400,19.555
-1,18,5,416,200,39.8097
-1,18,4,417,100,37.5303
-1,18,3,418,200,40.0828
-1,18,1,419,100,47.1052
-1,18,0,420,300,48.5786
-1,19,23,421,400,21.648
-1,19,22,422,700,24.5751
-1,19,21,423,2400,11.9237
-1,19,20,424,1200,10.8622
-1,19,18,425,1200,12.2754
-1,19,17,426,400,4.35413
-1,19,16,427,1700,20.5056
-1,19,15,428,1600,7.73984
-1,19,14,429,1100,16.7077
-1,19,13,430,500,30.3768
-1,19,12,431,600,41.5587
-1,19,11,432,500,44.6087
-1,19,10,433,600,41.6437
-1,19,9,434,2500,30.365
-1,19,8,435,600,31.5176
-1,19,7,436,900,13.0062
-1,19,6,437,500,6.41883
-1,19,5,438,300,26.6735
-1,19,4,439,100,39.9757
-1,19,3,440,300,42.5281
-1,19,1,441,100,33.969
-1,19,0,442,300,39.9691
-1,20,23,443,500,10.7858
-1,20,22,444,700,16.8739
-1,20,21,445,1800,5.62575
-1,20,19,446,1200,10.7542
-1,20,18,447,400,19.7965
-1,20,17,448,100,15.1084
-1,20,16,449,600,28.9137
-1,20,15,450,600,18.4941
-1,20,14,451,800,15.2424
-1,20,13,452,400,26.552
-1,20,12,453,600,30.6966
-1,20,11,454,300,33.7465
-1,20,10,455,400,40.6815
-1,20,9,456,1200,29.4027
-1,20,8,457,300,36.4971
-1,20,7,458,400,23.7604
-1,20,6,459,200,17.1731
-1,20,5,460,100,37.4278
-1,20,4,461,100,44.8293
-1,20,3,462,200,42.3259
-1,20,0,463,100,41.8085
-1,21,23,464,1100,17.3757
-1,21,22,465,2100,12.6514
-1,21,20,466,1800,6.58988
-1,21,19,467,2400,10.1441
-1,21,18,468,1200,14.1708
-1,21,17,469,300,14.4982
-1,21,16,470,1700,23.2879
-1,21,15,471,1200,17.8839
-1,21,14,472,2600,9.61661
-1,21,13,473,1200,22.3296
-1,21,12,474,1300,37.2864
-1,21,11,475,700,40.3364
-1,21,10,476,1100,35.0557
-1,21,9,477,2600,23.777
-1,21,8,478,700,30.8714
-1,21,7,479,500,23.1503
-1,21,6,480,500,16.5629
-1,21,5,481,200,36.8176
-1,21,4,482,200,42.7146
-1,21,3,483,400,45.2671
-1,21,2,484,100,44.3957
-1,21,1,485,100,44.1131
-1,21,0,486,400,48.3983
-1,22,23,487,700,5.62823
-1,22,21,488,2100,12.5424
-1,22,20,489,700,14.6103
-1,22,19,490,700,22.6865
-1,22,18,491,300,26.7132
-1,22,17,492,100,27.0406
-1,22,16,493,600,35.8303
-1,22,15,494,500,30.4264
-1,22,14,495,1000,22.159
-1,22,13,496,1100,9.67814
-1,22,12,497,800,25.539
-1,22,11,498,700,28.5889
-1,22,10,499,1300,24.8993
-1,22,9,500,1800,36.3194
-1,22,8,501,500,43.4138
-1,22,7,502,300,35.6927
-1,22,6,503,200,29.1053
-1,22,5,504,100,49.3601
-1,22,4,505,100,38.6814
-1,22,3,506,500,36.178
-1,22,2,507,100,32.6482
-1,22,0,508,300,36.6509
-1,23,22,509,700,6.08809
-1,23,21,510,1100,14.6079
-1,23,20,511,500,8.9821
-1,23,19,512,400,19.7363
-1,23,18,513,100,28.7786
-1,23,16,514,300,37.8958
-1,23,15,515,300,27.4762
-1,23,14,516,400,24.2245
-1,23,13,517,400,15.7662
-1,23,12,518,700,19.9107
-1,23,11,519,500,22.9607
-1,23,10,520,600,30.9874
-1,23,9,521,800,38.3848
-1,23,8,522,200,44.7605
-1,23,7,523,200,32.7425
-1,23,6,524,100,26.1552
-1,23,5,525,100,46.4099
-1,23,3,526,200,31.5401
-1,23,0,527,100,31.0227
48,0,23,0,100,29.3426
48,0,22,1,300,34.8324
48,0,21,2,400,45.7084
48,0,20,3,100,38.4033
48,0,19,4,300,39.0725
48,0,18,5,300,52.4895
48,0,17,6,100,33.733
48,0,16,7,400,60.1745
48,0,15,8,500,33.4554
48,0,14,9,500,47.5303
48,0,13,10,300,34.6074
48,0,12,11,500,11.1752
48,0,11,12,200,8.118
48,0,10,13,500,20.4718
48,0,9,14,1300,32.5631
48,0,8,15,500,26.4749
48,0,7,16,800,24.416
48,0,6,17,500,31.636
48,0,5,18,300,12.8831
48,0,4,19,200,11.6045
48,0,3,20,500,8.82123
48,0,2,21,100,4.00327
48,0,1,22,100,6.00007
48,1,21,23,100,48.5949
48,1,19,24,100,33.0724
48,1,18,25,100,58.6423
48,1,16,26,200,71.7513
48,1,15,27,400,27.4553
48,1,14,28,100,59.107
48,1,13,29,100,48.8394
48,1,12,30,300,34.8879
48,1,11,31,100,31.8307
48,1,10,32,200,34.7039
48,1,9,33,600,44.1399
48,1,8,34,200,35.2533
48,1,7,35,400,18.416
48,1,6,36,200,25.636
48,1,5,37,400,6.88308
48,1,4,38,100,20.3829
48,1,3,39,200,23.0533
48,1,2,40,100,27.716
48,1,0,41,100,6.00009
48,2,22,42,100,30.8292
48,2,21,43,100,41.7052
48,2,16,44,100,56.1713
48,2,15,45,200,40.2224
48,2,14,46,100,43.527
48,2,13,47,100,30.6041
48,2,12,48,100,7.1719
48,2,11,49,200,4.11473
48,2,10,50,300,16.4686
48,2,9,51,300,28.5599
48,2,8,52,100,22.4716
48,2,7,53,200,31.183
48,2,6,54,100,38.403
48,2,5,55,300,19.6501
48,2,4,56,100,7.60127
48,2,3,57,200,4.81796
48,2,1,58,100,26.6955
48,2,0,59,100,4.00301
48,3,23,60,200,30.0021
48,3,22,61,500,35.4153
48,3,21,62,400,46.2913
48,3,20,63,200,39.0628
48,3,19,64,300,41.0215
48,3,18,65,200,43.6683
48,3,17,66,100,35.682
48,3,16,67,500,51.3533
48,3,15,68,800,35.4044
48,3,14,69,500,38.709
48,3,13,70,500,25.7861
48,3,12,71,600,11.8346
48,3,11,72,600,8.77748
48,3,10,73,1400,11.6506
48,3,9,74,1200,23.7419
48,3,8,75,700,17.6536
48,3,7,76,700,26.3651
48,3,6,77,400,33.5851
48,3,5,78,400,14.8322
48,3,4,79,500,2.78331
48,3,2,80,200,4.66274
48,3,1,81,200,21.8776
48,3,0,82,500,8.66575
48,4,22,83,100,38.0856
48,4,21,84,200,48.0987
48,4,20,85,100,41.7331
48,4,19,86,100,38.2382
48,4,18,87,100,43.6833
48,4,16,88,200,51.3684
48,4,15,89,500,32.6211
48,4,14,90,200,38.7241
48,4,13,91,100,28.4565
48,4,12,92,200,14.505
48,4,11,93,200,11.4478
48,4,10,94,500,14.3209
48,4,9,95,1000,23.757
48,4,8,96,800,14.8703
48,4,7,97,500,23.5817
48,4,6,98,200,30.8018
48,4,5,99,200,12.0489
48,4,3,100,500,2.67033
48,4,2,101,100,7.33307
48,4,1,102,100,19.0943
48,4,0,103,200,11.3361
48,5,23,104,100,46.1723
48,5,22,105,100,51.5855
48,5,21,106,200,41.7118
48,5,20,107,100,42.3095
48,5,19,108,300,26.1893
48,5,18,109,200,51.7593
48,5,17,110,100,20.8499
48,5,16,111,500,64.8682
48,5,15,112,900,20.5722
48,5,14,113,200,52.2239
48,5,13,114,100,41.9563
48,5,12,115,200,28.0048
48,5,11,116,200,24.9477
48,5,10,117,400,27.8208
48,5,9,118,800,37.2568
48,5,8,119,400,28.3702
48,5,7,120,800,11.5329
48,5,6,121,400,18.7529
48,5,4,122,200,13.4999
48,5,3,123,400,16.1702
48,5,2,124,300,20.8329
48,5,1,125,400,7.0454
48,5,0,126,300,13.0455
48,6,23,127,100,34.3255
48,6,22,128,200,35.94
48,6,21,129,500,22.9589
48,6,20,130,200,23.5566
48,6,19,131,500,7.43645
48,6,18,132,400,33.0064
48,6,17,133,200,2.09697
48,6,16,134,1000,56.4818
48,6,15,135,1400,5.39549
48,6,14,136,500,36.7227
48,6,13,137,200,47.8172
48,6,12,138,400,49.001
48,6,11,139,700,45.9439
48,6,10,140,500,45.8659
48,6,9,141,1900,33.1579
48,6,8,142,600,37.145
48,6,7,143,1000,7.59955
48,6,5,144,400,20.9962
48,6,4,145,200,34.496
48,6,3,146,400,37.1664
48,6,2,147,100,41.8291
48,6,1,148,200,28.0416
48,6,0,149,500,34.0417
48,7,23,150,200,41.5455
48,7,22,151,300,43.16
48,7,21,152,500,30.1789
48,7,20,153,400,30.7766
48,7,19,154,900,14.6565
48,7,18,155,700,40.2264
48,7,17,156,300,9.31699
48,7,16,157,1400,63.7018
48,7,15,158,2200,9.03937
48,7,14,159,600,43.9427
48,7,13,160,400,55.0372
48,7,12,161,600,41.4015
48,7,11,162,600,38.3443
48,7,10,163,800,41.2174
48,7,9,164,1600,36.8018
48,7,8,165,800,29.5455
48,7,6,166,1000,7.22002
48,7,5,167,800,13.3966
48,7,4,168,500,26.8965
48,7,3,169,700,29.5668
48,7,2,170,200,34.2296
48,7,1,171,400,20.442
48,7,0,172,800,26.4421
48,8,23,173,200,45.1722
48,8,22,174,500,44.97
48,8,21,175,700,33.2284
48,8,20,176,300,38.8014
48,8,19,177,600,36.1005
48,8,18,178,400,28.813
48,8,17,179,200,30.761
48,8,16,180,900,36.4981
48,8,15,181,1400,30.4834
48,8,14,182,900,23.8538
48,8,13,183,600,35.3409
48,8,12,184,600,27.0047
48,8,11,185,600,23.9475
48,8,10,186,1400,21.5947
48,8,9,187,2800,8.88666
48,8,7,188,800,21.444
48,8,6,189,600,28.664
48,8,5,190,400,24.5486
48,8,4,191,800,12.4997
48,8,3,192,700,15.1701
48,8,2,193,100,19.8328
48,8,1,194,200,31.594
48,8,0,195,500,23.8358
48,9,23,196,800,40.6837
48,9,22,197,1800,36.0834
48,9,21,198,2600,24.3417
48,9,20,199,1200,29.9147
48,9,19,200,2500,32.2283
48,9,18,201,1800,19.9263
48,9,17,202,700,29.1822
48,9,16,203,3900,27.6114
48,9,15,204,4400,25.1359
48,9,14,205,4000,14.9671
48,9,13,206,2100,26.4542
48,9,12,207,1900,30.7585
48,9,11,208,2000,27.7013
48,9,10,209,4000,12.708
48,9,8,210,2800,7.04757
48,9,7,211,1600,28.4916
48,9,6,212,1900,31.2859
48,9,5,213,800,31.5962
48,9,4,214,1000,19.5473
48,9,3,215,1200,22.2176
48,9,2,216,300,26.8804
48,9,1,217,600,38.6416
48,9,0,218,1300,30.8834
48,10,23,219,600,29.0791
48,10,22,220,1300,23.7647
48,10,21,221,1100,34.6407
48,10,20,222,400,38.1398
48,10,19,223,600,44.3196
48,10,18,224,400,32.0177
48,10,17,225,100,41.2735
48,10,16,226,1000,39.7027
48,10,15,227,1400,37.2273
48,10,14,228,1400,27.0584
48,10,13,229,1600,14.1355
48,10,12,230,1000,18.0505
48,10,11,231,1400,14.9933
48,10,9,232,3900,12.0913
48,10,8,233,1400,19.1389
48,10,7,234,800,38.0619
48,10,6,235,500,43.3772
48,10,5,236,400,26.5291
48,10,4,237,500,14.4802
48,10,3,238,1500,11.6969
48,10,2,239,300,16.3596
48,10,1,240,200,33.5745
48,10,0,241,500,20.3626
48,11,23,242,500,21.2246
48,11,22,243,700,26.7144
48,11,21,244,700,37.5904
48,11,20,245,300,30.2853
48,11,19,246,400,39.6889
48,11,18,247,300,45.3377
48,11,17,248,200,44.1805
48,11,16,249,600,53.0227
48,11,15,250,700,44.3633
48,11,14,251,700,40.3784
48,11,13,252,700,27.4555
48,11,12,253,1300,3.05717
48,11,10,254,1400,13.32
48,11,9,255,2000,25.4113
48,11,8,256,600,26.6126
48,11,7,257,600,35.324
48,11,6,258,700,42.544
48,11,5,259,200,23.7911
48,11,4,260,200,11.7422
48,11,3,261,600,8.95891
48,11,2,262,200,4.14095
48,11,1,263,100,30.8365
48,11,0,264,200,8.14396
48,12,23,265,800,18.1675
48,12,22,266,800,23.6572
48,12,21,267,1300,34.5333
48,12,20,268,600,27.2282
48,12,19,269,600,36.6317
48,12,18,270,300,48.4023
48,12,17,271,100,41.1233
48,12,16,272,500,56.0873
48,12,15,273,600,44.4218
48,12,14,274,700,43.443
48,12,13,275,600,30.5201
48,12,11,276,1300,3.06459
48,12,10,277,1000,16.3846
48,12,9,278,1900,28.4759
48,12,8,279,600,29.6771
48,12,7,280,600,38.3886
48,12,6,281,400,43.227
48,12,5,282,200,26.8557
48,12,4,283,200,14.8068
48,12,3,284,600,12.0235
48,12,2,285,100,7.20554
48,12,1,286,300,33.9011
48,12,0,287,500,11.2086
48,13,23,288,400,14.9436
48,13,22,289,1100,9.62915
48,13,21,290,1200,20.5052
48,13,20,291,400,24.0043
48,13,19,292,500,30.5952
48,13,18,293,300,18.3028
48,13,17,294,100,35.0868
48,13,16,295,700,41.7783
48,13,15,296,700,38.3853
48,13,14,297,1300,13.3436
48,13,12,298,600,32.9631
48,13,11,299,700,29.9059
48,13,10,300,1600,14.9126
48,13,9,301,2100,27.0039
48,13,8,302,600,34.0515
48,13,7,303,400,44.79
48,13,6,304,200,37.1905
48,13,5,305,100,41.4417
48,13,4,306,100,29.3928
48,13,3,307,500,26.6095
48,13,2,308,100,31.2722
48,13,1,309,100,48.4871
48,13,0,310,300,35.2753
48,14,23,311,400,25.7166
48,14,22,312,1000,21.1163
48,14,21,313,2600,9.3746
48,14,20,314,800,14.9476
48,14,19,315,1100,17.2612
48,14,18,316,800,4.95924
48,14,17,317,200,21.7527
48,14,16,318,1500,28.4347
48,14,15,319,1200,25.0512
48,14,13,320,1300,11.4871
48,14,12,321,700,44.4502
48,14,11,322,700,41.393
48,14,10,323,1400,26.3997
48,14,9,324,4000,14.9163
48,14,8,325,1000,21.9639
48,14,7,326,600,31.456
48,14,6,327,500,23.8564
48,14,5,328,200,44.8526
48,14,4,329,200,34.4636
48,14,3,330,500,37.1339
48,14,2,331,100,41.7967
48,14,1,332,100,51.898
48,14,0,333,500,45.7997
48,15,23,334,300,36.2748
48,15,22,335,500,37.8893
48,15,21,336,1200,24.9082
48,15,20,337,600,25.5058
48,15,19,338,1600,9.38574
48,15,18,339,1300,34.9557
48,15,17,340,500,4.04626
48,15,16,341,2800,55.3738
48,15,14,342,1200,38.672
48,15,13,343,700,49.7665
48,15,12,344,600,54.4088
48,15,11,345,700,51.3516
48,15,10,346,1400,40.4705
48,15,9,347,4400,27.7624
48,15,8,348,1400,34.81
48,15,7,349,2200,13.0073
48,15,6,350,1400,6.14996
48,15,5,351,900,26.404
48,15,4,352,500,39.9038
48,15,3,353,800,42.5742
48,15,2,354,200,47.2369
48,15,1,355,400,33.4494
48,15,0,356,500,39.4495
48,16,23,357,300,34.1119
48,16,22,358,600,29.5116
