12,14,700
13,11,700
13,15,700
13,16,700
14,11,700
14,12,700
15,11,700
15,13,700
16,13,700
17,9,700
18,7,700
19,22,700
20,22,700
21,8,700
21,11,700
22,11,700
22,19,700
22,20,700
22,23,700
23,12,700
23,22,700
0,7,800
0,7,800
3,15,800
4,8,800
5,7,800
5,9,800
7,0,800
7,5,800
7,8,800
7,10,800
8,4,800
8,7,800
9,5,800
9,23,800
10,7,800
12,22,800
12,23,800
14,18,800
14,20,800
15,3,800
18,14,800
20,14,800
22,12,800
23,9,800
5,15,900
7,19,900
8,14,900
8,16,900
15,5,900
16,8,900
19,7,900
4,9,1000
6,7,1000
6,16,1000
7,6,1000
9,4,1000
10,12,1000
10,16,1000
12,10,1000
14,8,1000
14,22,1000
16,6,1000
16,10,1000
22,14,1000
10,21,1100
13,22,1100
14,19,1100
19,14,1100
21,10,1100
21,23,1100
22,13,1100
23,21,1100
3,9,1200
9,3,1200
9,20,1200
13,21,1200
14,15,1200
15,14,1200
15,21,1200
18,19,1200
18,21,1200
19,18,1200
19,20,1200
20,9,1200
20,19,1200
21,13,1200
21,15,1200
21,18,1200
0,9,1300
9,0,1300
10,22,1300
11,12,1300
12,11,1300
12,21,1300
13,14,1300
14,13,1300
15,18,1300
18,15,1300
21,12,1300
22,10,1300
3,10,1400
6,15,1400
7,16,1400
8,10,1400
8,15,1400
10,8,1400
10,11,1400
10,14,1400
10,15,1400
11,10,1400
14,10,1400
15,6,1400
15,8,1400
15,10,1400
16,7,1400
10,3,1500
14,16,1500
16,14,1500
7,9,1600
9,7,1600
10,13,1600
13,10,1600
15,19,1600
19,15,1600
16,18,1700
16,19,1700
16,21,1700
18,16,1700
19,16,1700
21,16,1700
9,18,1800
9,22,1800
18,9,1800
20,21,1800
21,20,1800
22,9,1800
6,9,1900
9,6,1900
9,12,1900
12,9,1900
9,11,2000
11,9,2000
9,13,2100
13,9,2100
21,22,2100
22,21,2100
7,15,2200
15,7,2200
19,21,2400
21,19,2400
9,19,2500
19,9,2500
9,21,2600
14,21,2600
21,9,2600
21,14,2600
8,9,2800
9,8,2800
15,16,2800
16,15,2800
9,16,3900
10,9,3900
16,9,3900
9,10,4000
9,14,4000
14,9,4000
9,15,4400
15,9,4400
