VulLink,ID,Tail,Head,T0,Flow,Cap,Alpha,Beta,Cost
5,34,11,2,4,2592.83,23403.5,0.15,4,4.00009
5,35,11,10,6,13397.2,4908.83,0.15,4,55.9324
5,36,11,12,3,15149.1,25900.2,0.15,4,3.05267
5,37,12,11,3,11630.3,25900.2,0.15,4,3.0183
5,38,12,23,4,14557.9,5091.26,0.15,4,44.1095
5,39,13,10,4,10072.9,4876.51,0.15,4,14.9227
5,40,13,14,5,9870.2,5127.53,0.15,4,15.2975
5,41,13,22,4,8639.66,4924.79,0.15,4,9.68311
5,42,14,9,6,23090.7,13512,0.15,4,13.6756
5,43,14,13,5,9577,5127.53,0.15,4,14.1274
5,44,14,18,3,19168.1,14564.8,0.15,4,4.34993
5,45,14,21,3,18928.3,9599.18,0.15,4,9.80338
5,46,15,7,5,8205.5,5045.82,0.15,4,10.2451
5,47,15,9,4,11576.4,4854.92,0.15,4,23.3964
5,48,15,16,2,11868.4,5229.91,0.15,4,9.95632
5,49,15,17,3,16150.9,19679.9,0.15,4,3.20413
5,50,16,9,8,8039.82,4993.51,0.15,4,16.0639
5,51,16,15,2,11682.9,5229.91,0.15,4,9.47043
5,52,16,18,2,10107.5,4823.95,0.15,4,7.78207
5,53,17,6,2,17676.3,23403.5,0.15,4,2.09762
5,54,17,15,3,16912.1,19679.9,0.15,4,3.24542
5,55,17,19,4,22213.1,23403.5,0.15,4,4.48693
5,56,18,14,3,19358.1,14564.8,0.15,4,4.40427
5,57,18,16,2,10230.5,4823.95,0.15,4,8.06873
5,58,18,19,4,9090.44,5002.61,0.15,4,10.5419
5,59,19,17,4,23607,23403.5,0.15,4,4.62115
5,60,19,18,4,9403.49,5002.61,0.15,4,11.4907
5,61,19,20,6,7306.18,5059.91,0.15,4,9.91229
5,62,19,21,5,7613.36,5075.7,0.15,4,8.7965
5,63,20,19,6,8443.52,5059.91,0.15,4,12.9785
5,64,20,21,2,9767.05,5229.91,0.15,4,5.6492
5,65,20,23,3,9987.06,4885.36,0.15,4,10.8592
5,66,21,14,3,19977.4,9599.18,0.15,4,11.4417
5,67,21,19,5,8083.03,5075.7,0.15,4,9.82363
5,68,21,20,2,9454.72,5229.91,0.15,4,5.20435
5,69,21,22,4,9591.45,5000,0.15,4,12.1247
5,70,22,13,4,9502.4,4924.79,0.15,4,12.3164
5,71,22,21,4,10797.8,5000,0.15,4,17.0502
5,72,22,23,2,8047.02,5078.51,0.15,4,3.89111
5,73,23,12,4,10939.1,5091.26,0.15,4,16.7873
5,74,23,20,3,11436.7,4885.36,0.15,4,16.5156
5,75,23,22,2,10116.1,5078.51,0.15,4,6.72321
22,0,0,1,6,7114.46,25900.2,0.15,4,6.00512
22,1,0,2,4,1685.54,23403.5,0.15,4,4.00002
22,2,1,0,6,3939.62,25900.2,0.15,4,6.00048
22,3,1,5,5,10914.5,4958.18,0.15,4,22.6108
22,4,2,0,4,4860.38,23403.5,0.15,4,4.00112
22,5,2,3,4,3.65366e-06,1e-06,0.15,4,110.921
22,6,2,11,4,7548.5,23403.5,0.15,4,4.00649
22,7,3,2,4,4993.87,17110.5,0.15,4,4.00435
22,8,3,4,2,12459.3,17782.8,0.15,4,2.07229
22,9,3,10,6,4621.27,4908.83,0.15,4,6.70693
22,10,4,3,2,9345.88,17782.8,0.15,4,2.02289
22,11,4,5,4,6005.31,4948,0.15,4,5.3019
22,12,4,8,5,9328.45,10000,0.15,4,5.56794
22,13,5,1,5,7739.62,4958.18,0.15,4,9.45298
22,14,5,4,4,12220.4,4948,0.15,4,26.324
22,15,5,7,2,13563.7,4898.59,0.15,4,19.6341
22,16,6,7,3,13666.5,7841.81,0.15,4,7.15119
22,17,6,17,2,17641.3,23403.5,0.15,4,2.09686
22,18,7,5,2,16603.9,4898.59,0.15,4,41.5988
22,19,7,6,3,12580.5,7841.81,0.15,4,5.98084
22,20,7,8,10,6554.93,5050.19,0.15,4,14.2573
22,21,7,15,5,7658.58,5045.82,0.15,4,8.9804
22,22,8,4,5,3.41725e-06,1e-06,0.15,4,107.274
22,23,8,7,10,7942.5,5050.19,0.15,4,19.1767
22,24,8,9,3,23328.1,13915.8,0.15,4,6.55387
22,25,9,8,3,15487.3,13915.8,0.15,4,3.69037
22,26,9,10,5,24102.8,10000,0.15,4,30.3123
22,27,9,14,6,22940.1,13512,0.15,4,13.4773
22,28,9,15,4,11406.9,4854.92,0.15,4,22.2849
22,29,9,16,8,7604.8,4993.51,0.15,4,14.4552
22,30,10,3,6,12828.5,4908.83,0.15,4,47.9799
22,31,10,9,5,18869.5,10000,0.15,4,14.5082
22,32,10,11,6,12308.6,4908.83,0.15,4,41.5771
22,33,10,13,4,8515.82,4876.51,0.15,4,9.57984
22,34,11,2,4,5729.46,23403.5,0.15,4,4.00216
22,35,11,10,6,13508.7,4908.83,0.15,4,57.6168
22,36,11,12,3,14228.7,25900.2,0.15,4,3.04099
22,37,12,11,3,13709.7,25900.2,0.15,4,3.03533
22,38,12,23,4,14677.8,5091.26,0.15,4,45.4474
22,39,13,10,4,10389.6,4876.51,0.15,4,16.3628
22,40,13,14,5,10157.3,5127.53,0.15,4,16.549
22,41,13,22,4,9195.36,4924.79,0.15,4,11.2925
22,42,14,9,6,20766.8,13512,0.15,4,11.0216
22,43,14,13,5,11635.1,5127.53,0.15,4,24.8841
22,44,14,18,3,19777.1,14564.8,0.15,4,4.52985
22,45,14,21,3,20103.5,9599.18,0.15,4,11.6569
22,46,15,7,5,8225.25,5045.82,0.15,4,10.2958
22,47,15,9,4,11128.4,4854.92,0.15,4,20.5635
22,48,15,16,2,11811.2,5229.91,0.15,4,9.80393
22,49,15,17,3,16401,19679.9,0.15,4,3.21707
22,50,16,9,8,7349.03,4993.51,0.15,4,13.6296
22,51,16,15,2,12285.9,5229.91,0.15,4,11.1362
22,52,16,18,2,10183.1,4823.95,0.15,4,7.95711
22,53,17,6,2,18727.3,23403.5,0.15,4,2.123
22,54,17,15,3,16214.5,19679.9,0.15,4,3.20736
22,55,17,19,4,22781.8,23403.5,0.15,4,4.53875
22,56,18,14,3,19543.2,14564.8,0.15,4,4.45876
22,57,18,16,2,10402.1,4823.95,0.15,4,8.4862
22,58,18,19,4,9429.55,5002.61,0.15,4,11.5741
22,59,19,17,4,23581.2,23403.5,0.15,4,4.61844
22,60,19,18,4,9414.65,5002.61,0.15,4,11.5263
22,61,19,20,6,8263.67,5059.91,0.15,4,12.4027
22,62,19,21,5,8022.07,5075.7,0.15,4,9.67976
22,63,20,19,6,8774.56,5059.91,0.15,4,14.139
22,64,20,21,2,9442.42,5229.91,0.15,4,5.1877
22,65,20,23,3,11791.4,4885.36,0.15,4,18.2719
22,66,21,14,3,19541.9,9599.18,0.15,4,10.7293
22,67,21,19,5,8195.69,5075.7,0.15,4,10.0983
22,68,21,20,2,9759.04,5229.91,0.15,4,5.63724
22,69,21,22,4,11181.2,5000,0.15,4,19.0046
22,70,22,13,4,9591.41,4924.79,0.15,4,12.6324
22,71,22,21,4,11109.8,5000,0.15,4,18.6251
22,72,22,23,2,9404.47,5078.51,0.15,4,5.52788
22,73,23,12,4,14058.9,5091.26,0.15,4,38.8863
22,74,23,20,3,11985.7,4885.36,0.15,4,19.3035
22,75,23,22,2,9729.13,5078.51,0.15,4,6.04084
37,0,0,1,6,7079.58,25900.2,0.15,4,6.00502
37,1,0,2,4,1720.42,23403.5,0.15,4,4.00002
37,2,1,0,6,4509.22,25900.2,0.15,4,6.00083
37,3,1,5,5,10879.6,4958.18,0.15,4,22.3868
37,4,2,0,4,4290.78,23403.5,0.15,4,4.00068
37,5,2,3,4,3.78248e-06,1e-06,0.15,4,126.817
37,6,2,11,4,8955.33,23403.5,0.15,4,4.01286
37,7,3,2,4,7761.24,17110.5,0.15,4,4.0254
37,8,3,4,2,12143,17782.8,0.15,4,2.06523
37,9,3,10,6,4200.88,4908.83,0.15,4,6.48272
37,10,4,3,2,10459.9,17782.8,0.15,4,2.03591
37,11,4,5,4,5636.2,4948,0.15,4,5.01014
37,12,4,8,5,8725,10000,0.15,4,5.43463
37,13,5,1,5,8309.22,4958.18,0.15,4,10.9158
37,14,5,4,4,12678.1,4948,0.15,4,29.8611
37,15,5,7,2,14553.7,4898.59,0.15,4,25.3739
37,16,6,7,3,15874,7841.81,0.15,4,10.5561
37,17,6,17,2,17396.8,23403.5,0.15,4,2.0916
37,18,7,5,2,19025.2,4898.59,0.15,4,70.2582
37,19,7,6,3,13770.5,7841.81,0.15,4,7.279
37,20,7,8,10,7396.62,5050.19,0.15,4,16.9023
37,21,7,15,5,8256.61,5045.82,0.15,4,10.377
37,22,8,4,5,3.33064e-06,1e-06,0.15,4,97.2942
37,23,8,7,10,9013.73,5050.19,0.15,4,25.2222
37,24,8,9,3,23207.4,13915.8,0.15,4,6.48086
37,25,9,8,3,16199.5,13915.8,0.15,4,3.8264
37,26,9,10,5,25609.8,10000,0.15,4,37.2615
37,27,9,14,6,25671,13512,0.15,4,17.7255
37,28,9,15,4,12255.6,4854.92,0.15,4,28.3647
37,29,9,16,8,8576.47,4993.51,0.15,4,18.4422
37,30,10,3,6,13745.3,4908.83,0.15,4,61.3279
37,31,10,9,5,18865.8,10000,0.15,4,14.5008
37,32,10,11,6,13700,4908.83,0.15,4,60.6024
37,33,10,13,4,9980.55,4876.51,0.15,4,14.5277
37,34,11,2,4,3764.44,23403.5,0.15,4,4.0004
37,35,11,10,6,13536.2,4908.83,0.15,4,58.0377
37,36,11,12,3,5254.67,25900.2,0.15,4,3.00076
37,37,12,11,3,4.89856e-06,1e-06,0.15,4,262.112
37,38,12,23,4,16584.2,5091.26,0.15,4,71.5511
37,39,13,10,4,13044.7,4876.51,0.15,4,34.7223
37,40,13,14,5,10502.6,5127.53,0.15,4,18.2014
37,41,13,22,4,9294.63,4924.79,0.15,4,11.6125
37,42,14,9,6,26040.8,13512,0.15,4,18.416
37,43,14,13,5,11195,5127.53,0.15,4,22.0421
37,44,14,18,3,18366.8,14564.8,0.15,4,4.13798
37,45,14,21,3,21744.5,9599.18,0.15,4,14.8487
37,46,15,7,5,9007.44,5045.82,0.15,4,12.6162
37,47,15,9,4,11860.7,4854.92,0.15,4,25.3728
37,48,15,16,2,12820.5,5229.91,0.15,4,12.8332
37,49,15,17,3,16859.6,19679.9,0.15,4,3.24239
37,50,16,9,8,8237.64,4993.51,0.15,4,16.8873
37,51,16,15,2,13218.8,5229.91,0.15,4,14.2435
37,52,16,18,2,9921.73,4823.95,0.15,4,7.36859
37,53,17,6,2,19500.4,23403.5,0.15,4,2.1446
37,54,17,15,3,16817.2,19679.9,0.15,4,3.23996
37,55,17,19,4,23344.6,23403.5,0.15,4,4.59399
37,56,18,14,3,18267.6,14564.8,0.15,4,4.11359
37,57,18,16,2,9981.21,4823.95,0.15,4,7.49848
37,58,18,19,4,9998.24,5002.61,0.15,4,13.5733
37,59,19,17,4,25305.8,23403.5,0.15,4,4.82018
37,60,19,18,4,9958.53,5002.61,0.15,4,13.4221
37,61,19,20,6,7579.35,5059.91,0.15,4,10.5311
37,62,19,21,5,7803.92,5075.7,0.15,4,9.19112
37,63,20,19,6,8982.86,5059.91,0.15,4,14.9398
37,64,20,21,2,10587.9,5229.91,0.15,4,7.03945
37,65,20,23,3,10678,4885.36,0.15,4,13.2705
37,66,21,14,3,22805.9,9599.18,0.15,4,17.3372
37,67,21,19,5,8221.89,5075.7,0.15,4,10.1637
37,68,21,20,2,10200.4,5229.91,0.15,4,6.34132
37,69,21,22,4,10210.6,5000,0.15,4,14.4345
37,70,22,13,4,11666.4,4924.79,0.15,4,22.8952
37,71,22,21,4,11302.5,5000,0.15,4,19.6663
37,72,22,23,2,7937.78,5078.51,0.15,4,3.79049
37,73,23,12,4,11229.6,5091.26,0.15,4,18.2004
37,74,23,20,3,12469,4885.36,0.15,4,22.0965
37,75,23,22,2,11401.5,5078.51,0.15,4,9.62118
9,0,0,1,6,6854.01,25900.2,0.15,4,6.00441
9,1,0,2,4,1945.99,23403.5,0.15,4,4.00003
9,2,1,0,6,4565.25,25900.2,0.15,4,6.00087
9,3,1,5,5,10654,4958.18,0.15,4,20.9891
9,4,2,0,4,4234.75,23403.5,0.15,4,4.00064
9,5,2,3,4,3.84077e-06,1e-06,0.15,4,134.564
9,6,2,11,4,9190.08,23403.5,0.15,4,4.01427
9,7,3,2,4,7788.26,17110.5,0.15,4,4.02575
9,8,3,4,2,14789.7,17782.8,0.15,4,2.14354
9,9,3,10,6,3.05681e-06,1e-06,0.15,4,84.5805
9,10,4,3,2,9053.83,17782.8,0.15,4,2.02016
9,11,4,5,4,6163.22,4948,0.15,4,5.44432
9,12,4,8,5,12723.8,10000,0.15,4,6.96575
9,13,5,1,5,8365.25,4958.18,0.15,4,11.077
9,14,5,4,4,13151.1,4948,0.15,4,33.9425
9,15,5,7,2,14484.2,4898.59,0.15,4,24.9304
9,16,6,7,3,15776.7,7841.81,0.15,4,10.3724
9,17,6,17,2,18233.6,23403.5,0.15,4,2.11053
9,18,7,5,2,19183.3,4898.59,0.15,4,72.556
9,19,7,6,3,13755.6,7841.81,0.15,4,7.26053
9,20,7,8,10,6943.71,5050.19,0.15,4,15.3608
9,21,7,15,5,8622.57,5045.82,0.15,4,11.3956
9,22,8,4,5,3.75978e-06,1e-06,0.15,4,154.868
9,23,8,7,10,9023.44,5050.19,0.15,4,25.2879
9,24,8,9,3,25925.9,13915.8,0.15,4,8.4215
9,25,9,8,3,15381.9,13915.8,0.15,4,3.67177
9,26,9,10,5,27477,10000,0.15,4,47.7504
9,27,9,14,6,26071.8,13512,0.15,4,18.4753
9,28,9,15,4,12235.2,4854.92,0.15,4,28.2026
9,29,9,16,8,8309.12,4993.51,0.15,4,17.1998
9,30,10,3,6,13624.1,4908.83,0.15,4,59.4032
9,31,10,9,5,17610.2,10000,0.15,4,12.2131
9,32,10,11,6,13604,4908.83,0.15,4,59.0885
9,33,10,13,4,9776.61,4876.51,0.15,4,13.6932
9,34,11,2,4,3690.58,23403.5,0.15,4,4.00037
9,35,11,10,6,13846.3,4908.83,0.15,4,62.9733
9,36,11,12,3,5157.18,25900.2,0.15,4,3.00071
9,37,12,11,3,4.9624e-06,1e-06,0.15,4,275.884
9,38,12,23,4,16548.5,5091.26,0.15,4,70.9715
9,39,13,10,4,13391.6,4876.51,0.15,4,38.1231
9,40,13,14,5,10550.6,5127.53,0.15,4,18.4443
9,41,13,22,4,9527.11,4924.79,0.15,4,12.4032
9,42,14,9,6,25796.4,13512,0.15,4,17.9564
9,43,14,13,5,11774.9,5127.53,0.15,4,25.8571
9,44,14,18,3,18514.3,14564.8,0.15,4,4.17497
9,45,14,21,3,21554.7,9599.18,0.15,4,14.4404
9,46,15,7,5,9220.93,5045.82,0.15,4,13.3643
9,47,15,9,4,11956.4,4854.92,0.15,4,26.0712
9,48,15,16,2,12746.2,5229.91,0.15,4,12.5844
9,49,15,17,3,17386,19679.9,0.15,4,3.27411
9,50,16,9,8,8086.03,4993.51,0.15,4,16.2509
9,51,16,15,2,13140.7,5229.91,0.15,4,13.9569
9,52,16,18,2,10046.1,4823.95,0.15,4,7.6428
9,53,17,6,2,20254.7,23403.5,0.15,4,2.16831
9,54,17,15,3,17311.1,19679.9,0.15,4,3.26941
9,55,17,19,4,23349,23403.5,0.15,4,4.59443
9,56,18,14,3,18143.6,14564.8,0.15,4,4.08366
9,57,18,16,2,10217.5,4823.95,0.15,4,8.03792
9,58,18,19,4,10122.5,5002.61,0.15,4,14.058
9,59,19,17,4,25195.1,23403.5,0.15,4,4.80593
9,60,19,18,4,9923.22,5002.61,0.15,4,13.2892
9,61,19,20,6,7907.61,5059.91,0.15,4,11.3685
9,62,19,21,5,7884.96,5075.7,0.15,4,9.36794
9,63,20,19,6,8830.01,5059.91,0.15,4,14.3467
9,64,20,21,2,10853.4,5229.91,0.15,4,7.5642
9,65,20,23,3,11092.6,4885.36,0.15,4,14.961
9,66,21,14,3,22774.2,9599.18,0.15,4,17.2576
9,67,21,19,5,8509.48,5075.7,0.15,4,10.925
9,68,21,20,2,9884.47,5229.91,0.15,4,5.82788
9,69,21,22,4,10867.7,5000,0.15,4,17.3914
9,70,22,13,4,11917.8,4924.79,0.15,4,24.5775
9,71,22,21,4,11742.9,5000,0.15,4,22.2545
9,72,22,23,2,8069.52,5078.51,0.15,4,3.91235
9,73,23,12,4,11291.4,5091.26,0.15,4,18.5157
9,74,23,20,3,12983.9,4885.36,0.15,4,25.4519
9,75,23,22,2,11335.4,5078.51,0.15,4,9.44602
22,0,0,1,6,6854.01,25900.2,0.15,4,6.00441
22,1,0,2,4,1945.99,23403.5,0.15,4,4.00003
22,2,1,0,6,4565.25,25900.2,0.15,4,6.00087
22,3,1,5,5,10654,4958.18,0.15,4,20.9891
22,4,2,0,4,4234.75,23403.5,0.15,4,4.00064
22,5,2,3,4,3.84077e-06,1e-06,0.15,4,134.564
22,6,2,11,4,9190.08,23403.5,0.15,4,4.01427
22,7,3,2,4,7788.26,17110.5,0.15,4,4.02575
22,8,3,4,2,14789.7,17782.8,0.15,4,2.14354
22,9,3,10,6,3.05681e-06,1e-06,0.15,4,84.5805
22,10,4,3,2,9053.83,17782.8,0.15,4,2.02016
22,11,4,5,4,6163.22,4948,0.15,4,5.44432
22,12,4,8,5,12723.8,10000,0.15,4,6.96575
22,13,5,1,5,8365.25,4958.18,0.15,4,11.077
22,14,5,4,4,13151.1,4948,0.15,4,33.9425
22,15,5,7,2,14484.2,4898.59,0.15,4,24.9304
22,16,6,7,3,15776.7,7841.81,0.15,4,10.3724
22,17,6,17,2,18233.6,23403.5,0.15,4,2.11053
22,18,7,5,2,19183.3,4898.59,0.15,4,72.556
22,19,7,6,3,13755.6,7841.81,0.15,4,7.26053
22,20,7,8,10,6943.71,5050.19,0.15,4,15.3608
22,21,7,15,5,8622.57,5045.82,0.15,4,11.3956
22,22,8,4,5,3.75978e-06,1e-06,0.15,4,154.868
22,23,8,7,10,9023.44,5050.19,0.15,4,25.2879
22,24,8,9,3,25925.9,13915.8,0.15,4,8.4215
22,25,9,8,3,15381.9,13915.8,0.15,4,3.67177
22,26,9,10,5,27477,10000,0.15,4,47.7504
22,27,9,14,6,26071.8,13512,0.15,4,18.4753
22,28,9,15,4,12235.2,4854.92,0.15,4,28.2026
22,29,9,16,8,8309.12,4993.51,0.15,4,17.1998
22,30,10,3,6,13624.1,4908.83,0.15,4,59.4032
22,31,10,9,5,17610.2,10000,0.15,4,12.2131
22,32,10,11,6,13604,4908.83,0.15,4,59.0885
22,33,10,13,4,9776.61,4876.51,0.15,4,13.6932
22,34,11,2,4,3690.58,23403.5,0.15,4,4.00037
22,35,11,10,6,13846.3,4908.83,0.15,4,62.9733
22,36,11,12,3,5157.18,25900.2,0.15,4,3.00071
22,37,12,11,3,4.9624e-06,1e-06,0.15,4,275.884
22,38,12,23,4,16548.5,5091.26,0.15,4,70.9715
22,39,13,10,4,13391.6,4876.51,0.15,4,38.1231
22,40,13,14,5,10550.6,5127.53,0.15,4,18.4443
22,41,13,22,4,9527.11,4924.79,0.15,4,12.4032
22,42,14,9,6,25796.4,13512,0.15,4,17.9564
22,43,14,13,5,11774.9,5127.53,0.15,4,25.8571
22,44,14,18,3,18514.3,14564.8,0.15,4,4.17497
22,45,14,21,3,21554.7,9599.18,0.15,4,14.4404
22,46,15,7,5,9220.93,5045.82,0.15,4,13.3643
22,47,15,9,4,11956.4,4854.92,0.15,4,26.0712
22,48,15,16,2,12746.2,5229.91,0.15,4,12.5844
22,49,15,17,3,17386,19679.9,0.15,4,3.27411
22,50,16,9,8,8086.03,4993.51,0.15,4,16.2509
22,51,16,15,2,13140.7,5229.91,0.15,4,13.9569
22,52,16,18,2,10046.1,4823.95,0.15,4,7.6428
22,53,17,6,2,20254.7,23403.5,0.15,4,2.16831
22,54,17,15,3,17311.1,19679.9,0.15,4,3.26941
22,55,17,19,4,23349,23403.5,0.15,4,4.59443
22,56,18,14,3,18143.6,14564.8,0.15,4,4.08366
22,57,18,16,2,10217.5,4823.95,0.15,4,8.03792
22,58,18,19,4,10122.5,5002.61,0.15,4,14.058
22,59,19,17,4,25195.1,23403.5,0.15,4,4.80593
22,60,19,18,4,9923.22,5002.61,0.15,4,13.2892
22,61,19,20,6,7907.61,5059.91,0.15,4,11.3685
22,62,19,21,5,7884.96,5075.7,0.15,4,9.36794
22,63,20,19,6,8830.01,5059.91,0.15,4,14.3467
22,64,20,21,2,10853.4,5229.91,0.15,4,7.5642
22,65,20,23,3,11092.6,4885.36,0.15,4,14.961
22,66,21,14,3,22774.2,9599.18,0.15,4,17.2576
22,67,21,19,5,8509.48,5075.7,0.15,4,10.925
22,68,21,20,2,9884.47,5229.91,0.15,4,5.82788
22,69,21,22,4,10867.7,5000,0.15,4,17.3914
22,70,22,13,4,11917.8,4924.79,0.15,4,24.5775
